oli	بود	olla	بود#باش	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
verkossa	آنلاین	verkko	آنلاین	N;IN+ESS;SG	N;SG
summa	مقدار	summa	مقدار	N;NOM;SG	N;SG
summa	مبلغ	summa	مبلغ	N;NOM;SG	N;SG
summa	مجموع	summa	مجموع	N;NOM;SG	N;SG
summa	مبلغ	summa	مبلغ	N;NOM;SG	N;SG
verta	خونی	veri	None	N;PRT;SG	N;SG
verta	خون	veri	خون	N;PRT;SG	N;SG
organisaation	سازمان	organisaatio	سازمان	N;GEN;SG	N;SG
organisaation	سازماندهی	organisaatio	سازماندهی	N;GEN;SG	N;SG
tulossa	آمدن	tulo	آمدن	N;IN+ESS;SG	N;SG
uusin	جدیدترین	uusi	None	ADJ;NOM;RL;SG	ADJ;RL
uusin	جدیدترین	uusi	None	ADJ;NOM;RL;SG	ADJ;RL
uusin	آخرین	uusi	آخرین	ADJ;NOM;RL;SG	ADJ;RL
öljy	نفت	öljy	نفت	N;NOM;SG	N;SG
öljy	اویل	öljy	اویل	N;NOM;SG	N;SG
öljy	روغن	öljy	روغن	N;NOM;SG	N;SG
kennedy	کندی	kennedy	کندی	N;NOM;SG	N;SG
kärki	نکته	kärki	نکته	N;NOM;SG	N;SG
kärki	نوک	kärki	None	N;NOM;SG	N;SG
kärki	انعام	kärki	انعام	N;NOM;SG	N;SG
saksalaisia	آلمانیها	saksalainen	آلمانی	N;PRT;PL	N;PL
saksalaisia	آلمانها	saksalainen	آلمان	N;PRT;PL	N;PL
kappeli	نمازخانه	kappeli	نمازخانه	N;NOM;SG	N;SG
kappeli	چپل	kappeli	چپل	N;NOM;SG	N;SG
kappeli	کلیسای	kappeli	None	N;NOM;SG	N;SG
heitti	انداخت	heittää	None	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
toiminnot	عملیات	toiminto	عملیات	N;NOM;PL	N;PL
toiminnot	فعالیتها	toiminto	فعالیت	N;NOM;PL	N;PL
käsi	بازو	käsi	بازو	N;NOM;SG	N;SG
käsi	دست	käsi	دست	N;NOM;SG	N;SG
käsi	آرم	käsi	آرم	N;NOM;SG	N;SG
käsi	بازوی	käsi	بازوی	N;NOM;SG	N;SG
käsi	دست	käsi	دست	N;NOM;SG	N;SG
abraham	آبراهام	abraham	آبراهام	N;NOM;SG	N;SG
abraham	قصّه	abraham	قصّه	N;NOM;SG	N;SG
abraham	ابراهیم	abraham	ابراهیم	N;NOM;SG	N;SG
ilmaista	اکسپرس	ilmaista	اکسپرس	N;PRT;SG	N;SG
ilmaista	free	ilmaista	free	N;PRT;SG	N;SG
ilmaista	آزادی	ilmaista	آزادی	N;PRT;SG	N;SG
ilmaista	رایگان	ilmaista	None	N;PRT;SG	N;SG
ilmaista	آزاده	ilmaista	آزاده	N;PRT;SG	N;SG
määritelmä	تعریف	määritelmä	تعریف	N;NOM;SG	N;SG
julkaisija	ناشر	julkaisija	ناشر	N;NOM;SG	N;SG
puutarha	باغچه	puu#tarha	باغچه	N;NOM;SG	N;SG
puutarha	باغ	puu#tarha	باغ	N;NOM;SG	N;SG
puutarha	گاردن	puu#tarha	گاردن	N;NOM;SG	N;SG
puutarha	بهشت	puu#tarha	بهشت	N;NOM;SG	N;SG
vaikutukset	تأثیرات	vaikutus	تأثیر	N;NOM;PL	N;PL
vaikutukset	تاثیرات	vaikutus	تاثیر	N;NOM;PL	N;PL
vaikutukset	اثرات	vaikutus	اثر	N;NOM;PL	N;PL
vaikutukset	آثار	vaikutus	اثر	N;NOM;PL	N;PL
väli	میانجی	väli	میانجی	N;NOM;SG	N;SG
väli	واسطه	väli	واسطه	N;NOM;SG	N;SG
väli	میانی	väli	None	N;NOM;SG	N;SG
väli	فاصله	väli	فاصله	N;NOM;SG	N;SG
luke	لوقا	luke	لوقا	N;NOM;SG	N;SG
luke	لوک	luke	لوک	N;NOM;SG	N;SG
jerusalemin	اورشلیم	jerus#alemin	اورشلیم	N;GEN;SG	N;SG
jerusalemin	قدس	jerus#alemin	None	N;GEN;SG	N;SG
tutkimukset	تحقیقاتی	tutkimus	تحقیق	N;NOM;PL	N;PL
tutkimukset	تحقیقات	tutkimus	تحقیق	N;NOM;PL	N;PL
tutkimukset	مطالعات	tutkimus	مطالعه	N;NOM;PL	N;PL
stand	استند	stand	است	N;NOM;SG	N;SG
stand	ایستادن	stand	None	N;NOM;SG	N;SG
valokuvat	عکسها	valo#kuva	عکس	N;NOM;PL	N;PL
sisäinen	داخلی	sisäinen	داخلی	ADJ;NOM;SG	ADJ
sisäinen	درونی	sisäinen	درونی	ADJ;NOM;SG	ADJ
sisäinen	درونی	sisäinen	درونی	ADJ;NOM;SG	ADJ
kommunistien	کمونیستها	kommunisti	None	N;GEN;PL	N;PL
siperian	سیبری	siperi	سیبری	N;GEN;SG	N;SG
siperian	سیبری	siperi	سیبری	N;GEN;SG	N;SG
agentti	مامور	agentti	None	N;NOM;SG	N;SG
agentti	کارگزار	agentti	کارگزار	N;NOM;SG	N;SG
agentti	مأمور	agentti	مأمور	N;NOM;SG	N;SG
metsää	وودز	metsä	وودز	N;PRT;SG	N;SG
metsää	فارست	metsä	فارست	N;PRT;SG	N;SG
metsää	جنگل	metsä	جنگل	N;PRT;SG	N;SG
metsää	جنگلی	metsä	جنگلی	N;PRT;SG	N;SG
oppilas	مردمک	oppilas	مردمک	N;NOM;SG	N;SG
oppilas	محصل	oppilas	محصل	N;NOM;SG	N;SG
oppilas	شاگرد	oppilas	شاگرد	N;NOM;SG	N;SG
oppilas	دانشجو	oppilas	دانشجو	N;NOM;SG	N;SG
kemisti	شیمیدان	kemisti	شیمید	N;NOM;SG	N;SG
luonnollisesti	طبیعتا	luonnollisesti	None	ADV	ADV
jokien	رودهای	joki	رود	N;GEN;PL	N;PL
jokien	رودها	joki	رود	N;GEN;PL	N;PL
edmonton	ادمونتون	edmonto	ادمونتون	N;NOM;SG	N;SG
luterilainen	lutheran	luterilainen	None	N;NOM;SG	N;SG
asunto	مسکن	asunto	مسکن	N;NOM;SG	N;SG
asunto	آپارتمان	asunto	None	N;NOM;SG	N;SG
asunto	آپارتمانی	asunto	آپارتمانی	N;NOM;SG	N;SG
alin	علی	alin	علی	N;NOM;SG	N;SG
alin	ali	alin	ali	N;NOM;SG	N;SG
sataa	بارندگی	sataa	بارندگی	N;PRT;SG	N;SG
sataa	باران	sataa	باران	N;PRT;SG	N;SG
sataa	بارانی	sataa	بارانی	N;PRT;SG	N;SG
sataa	بارون	sataa	بارون	N;PRT;SG	N;SG
väitöskirja	تز	väitös#kirja	تز	N;NOM;SG	N;SG
mitalin	مدال	mitali	مدال	N;GEN;SG	N;SG
kuoro	همخوان	kuoro	همخوان	N;NOM;SG	N;SG
kuoro	کورس	kuoro	کورس	N;NOM;SG	N;SG
tänään	امروز	tänään	امروز	ADV	ADV
taiteilijan	هنرمند	taiteilija	هنرمند	N;GEN;SG	N;SG
taiteilijan	artist	taiteilija	None	N;GEN;SG	N;SG
taiteilijan	هنرمندی	taiteilija	هنرمند	N;GEN;SG	N;SG
ilmassa	هوابرد	ilma	هوابرد	N;IN+ESS;SG	N;SG
huomautukset	یادداشتها	huomautus	یادداشت	N;NOM;PL	N;PL
huomautukset	یادداشتهای	huomautus	یادداشت	N;NOM;PL	N;PL
huomautukset	مشاهدات	huomautus	مشاهده	N;NOM;PL	N;PL
huomautukset	نظرات	huomautus	نظر	N;NOM;PL	N;PL
huomautukset	نظرها	huomautus	None	N;NOM;PL	N;PL
huomautukset	توضیحات	huomautus	توضیح	N;NOM;PL	N;PL
oxford	آکسفورد	oxford	آکسفورد	N;NOM;SG	N;SG
erityinen	مشخص	erityinen	مشخص	ADJ;NOM;SG	ADJ
erityinen	ویژه	erityinen	ویژه	ADJ;NOM;SG	ADJ
juutalaiset	یهودیان	juutalainen	یهودی	N;NOM;PL	N;PL
juutalaiset	یهودیان	juutalainen	یهودی	N;NOM;PL	N;PL
lang	لنگ	lang	لنگ	N;NOM;SG	N;SG
maatalouden	کشاورزی	maa#talous	کشاورزی	N;GEN;SG	N;SG
maatalouden	زراعتی	maa#talous	زراعت	N;GEN;SG	N;SG
maatalouden	کشاورزی	maa#talous	کشاورزی	N;GEN;SG	N;SG
maatalouden	زراعت	maa#talous	زراعت	N;GEN;SG	N;SG
kauppias	بازرگانی	kauppias	بازرگانی	N;NOM;SG	N;SG
kauppias	تاجر	kauppias	تاجر	N;NOM;SG	N;SG
kauppias	بازرگان	kauppias	بازره	N;NOM;SG	N;SG
viitteet	مراجع	viite	مراجع	N;NOM;PL	N;PL
mantereen	قاره	manner	None	N;GEN;SG	N;SG
masters	مسترز	masters	مسترز	N;NOM;SG	N;SG
alkoholin	الکل	alkoholi	None	N;GEN;SG	N;SG
perustamista	موسسه	perustaminen	None	N;PRT;SG	N;SG
perustamista	تاسیس	perustaminen	تاسیس	N;PRT;SG	N;SG
perustamista	تأسیس	perustaminen	تأسیس	N;PRT;SG	N;SG
vaiheet	مراحل	vaihe	مرحله	N;NOM;PL	N;PL
vaiheet	گامهای	vaihe	گام	N;NOM;PL	N;PL
olympic	المپیک	olympic	المپیک	N;NOM;SG	N;SG
edgar	ادگار	edgar	ادگار	N;NOM;SG	N;SG
walesin	ولز	wales	ولز	N;GEN;SG	N;SG
walesin	ولز	wales	ولز	N;GEN;SG	N;SG
walesin	ویلز	wales	ویلز	N;GEN;SG	N;SG
vaimon	زن	vaimo	زن	N;GEN;SG	N;SG
vaimon	همسر	vaimo	همسر	N;GEN;SG	N;SG
vaimon	عیال	vaimo	عیال	N;GEN;SG	N;SG
eroja	اختلافات	ero	اختلاف	N;PRT;PL	N;PL
hedelmä	میوه	hedelmä	میوه	N;NOM;SG	N;SG
business	تجارت	business	تجارت	N;NOM;SG	N;SG
business	کسب	business	کسب	N;NOM;SG	N;SG
business	b	business	b	N;NOM;SG	N;SG
slovakian	اسلواکی	slovakia	اسلواکی	N;GEN;SG	N;SG
slovakian	اسلواکی	slovakia	اسلواکی	N;GEN;SG	N;SG
margaret	مارگرت	margari	مارگرت	N;NOM;SG	N;SG
margaret	مارگارت	margari	مارگارت	N;NOM;SG	N;SG
washingtonin	واشینگتون	washington	واشینگتون	N;GEN;SG	N;SG
washingtonin	واشنگتون	washington	واشنگتون	N;GEN;SG	N;SG
washingtonin	واشینگتن	washington	واشینگتن	N;GEN;SG	N;SG
washingtonin	واشنگتن	washington	واشنگتن	N;GEN;SG	N;SG
ajaja	راننده	ajaja	راننده	N;NOM;SG	N;SG
ajaja	گرداننده	ajaja	گرداننده	N;NOM;SG	N;SG
räikkönen	رایکونن	räikkönen	رایکونن	N;NOM;SG	N;SG
lentokoneen	هواپیمای	lento#kone	هواپیما	N;GEN;SG	N;SG
lentokoneen	طیاره	lento#kone	طیاره	N;GEN;SG	N;SG
esto	بازدارندگی	esto	بازدارندگی	N;NOM;SG	N;SG
esto	بلوکه	esto	بلوکه	N;NOM;SG	N;SG
esto	بلوک	esto	بلوک	N;NOM;SG	N;SG
esto	بلاک	esto	بلاک	N;NOM;SG	N;SG
lintuja	پرندگان	lintu	پرنده	N;PRT;PL	N;PL
aurinkoa	آفتاب	aurinko	آفتاب	N;PRT;SG	N;SG
aurinkoa	خورشید	aurinko	خورشید	N;PRT;SG	N;SG
aurinkoa	سون	aurinko	سون	N;PRT;SG	N;SG
sisko	خواهر	sisko	None	N;NOM;SG	N;SG
sisko	خواهری	sisko	خواهر	N;NOM;SG	N;SG
sisko	خواهرش	sisko	خواهرش	N;NOM;SG	N;SG
robinson	رابینسون	robinso	رابینسون	N;NOM;SG	N;SG
millimetriä	میلیمتر	millimetri	میلیمتر	N;PRT;SG	N;SG
chicagon	شیکاگو	chicago	شیکاگو	N;GEN;SG	N;SG
jatkoa	ادامه	jatko	ادامه	N;PRT;SG	N;SG
indonesian	اندونزی	indonesia	اندونزی	N;GEN;SG	N;SG
mount	کوه	mount	کوه	N;NOM;SG	N;SG
mount	طور	mount	طور	N;NOM;SG	N;SG
metsien	جنگلهای	metsä	جنگل	N;GEN;PL	N;PL
metsien	جنگلها	metsä	جنگل	N;GEN;PL	N;PL
yhtenäinen	یکپارچه	yhtenäinen	یکپارچه	ADJ;NOM;SG	ADJ
kirje	حرف	kirje	حرف	N;NOM;SG	N;SG
kirje	نامه	kirje	نامه	N;NOM;SG	N;SG
harrison	هریسون	harriso	هریسون	N;NOM;SG	N;SG
tuotteiden	محصولاتی	tuote	محصول	N;GEN;PL	N;PL
tuotteiden	محصولات	tuote	محصول	N;GEN;PL	N;PL
alaspäin	پایین	alaspäin	پایین	ADV	ADV;ESS
rakkautta	دوست	rakkaus	دوست	N;PRT;SG	N;SG
rakkautta	عشق	rakkaus	عشق	N;PRT;SG	N;SG
rakkautta	عشقی	rakkaus	None	N;PRT;SG	N;SG
rakkautta	عاشق	rakkaus	عاشق	N;PRT;SG	N;SG
jatkuva	ثابت	jatkuva	ثابت	ADJ;NOM;SG	ADJ
jatkuva	مستمر	jatkuva	مستمر	ADJ;NOM;SG	ADJ
jatkuva	پاینده	jatkuva	پاینده	ADJ;NOM;SG	ADJ
jatkuva	ماندگار	jatkuva	ماندگار	ADJ;NOM;SG	ADJ
kustantaja	ناشر	kustantaja	ناشر	N;NOM;SG	N;SG
suurlähetystö	سفارت	suur#lähetystö	سفارت	N;NOM;SG	N;SG
suurlähetystö	سفارتخانه	suur#lähetystö	سفارتخانه	N;NOM;SG	N;SG
käynnissä	روان	käynti	روان	N;IN+ESS;SG	N;SG
käynnissä	دویدن	käynti	None	N;IN+ESS;SG	N;SG
käynnissä	اجرا	käynti	اجرا	N;IN+ESS;SG	N;SG
syntymäpäivä	تولد	syntymä#päivä	تولد	N;NOM;SG	N;SG
syntymäpäivä	تولد	syntymä#päivä	تولد	N;NOM;SG	N;SG
syntymäpäivä	زادروز	syntymä#päivä	زادروز	N;NOM;SG	N;SG
totuus	حقیقتی	totuus	None	N;NOM;SG	N;SG
totuus	واقعیت	totuus	واقعیت	N;NOM;SG	N;SG
totuus	حقیقت	totuus	حقیقت	N;NOM;SG	N;SG
totuus	حق	totuus	حق	N;NOM;SG	N;SG
pesä	لانه	pesä	لانه	N;NOM;SG	N;SG
pesä	آشیانه	pesä	آشیانه	N;NOM;SG	N;SG
pesä	لونه	pesä	لونه	N;NOM;SG	N;SG
pesä	کندو	pesä	کندو	N;NOM;SG	N;SG
pesä	هایو	pesä	هایو	N;NOM;SG	N;SG
pesä	کندوی	pesä	کندوی	N;NOM;SG	N;SG
kuukausi	ماهنامه	kuu#kausi	ماهنامه	N;NOM;SG	N;SG
kuukausi	ماهیانه	kuu#kausi	ماهیانه	N;NOM;SG	N;SG
kuukausi	ماه	kuu#kausi	ماه	N;NOM;SG	N;SG
heinä	علف	hän	None	N;NOM;SG	N;SG
heinä	ژوئیه	hän	ژوئیه	N;NOM;SG	N;SG
heinä	جولای	hän	جولا	N;NOM;SG	N;SG
yhteistyön	همکاری	yhteis#työ	همکاری	N;GEN;SG	N;SG
yhteistyön	همکاری	yhteis#työ	همکاری	N;GEN;SG	N;SG
irlanti	ایرلند	irlanti	ایرلند	N;NOM;SG	N;SG
irlanti	ایرلندی	irlanti	ایرلندی	N;NOM;SG	N;SG
irlanti	ایرلند	irlanti	ایرلند	N;NOM;SG	N;SG
istui	نشسته	istua	نشست#نشین	V;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
funktio	کارکرد	funktio	None	N;NOM;SG	N;SG
funktio	تابع	funktio	None	N;NOM;SG	N;SG
kuudennen	ششمین	kuudes	ششمین	ADJ;GEN;SG	ADJ;RL
kuudennen	ششم	kuudes	ششم	ADJ;GEN;SG	ADJ
kulma	گوشه	kylmä	گوشه	N;NOM;SG	N;SG
kulma	زاویۀ	kylmä	زاویۀ	N;NOM;SG	N;SG
kulma	زاویه	kylmä	زاویه	N;NOM;SG	N;SG
taru	افسانه	taru	افسانه	N;NOM;SG	N;SG
taru	اسطوره	taru	اسطوره	N;NOM;SG	N;SG
taru	تارو	taru	تارو	N;NOM;SG	N;SG
talven	وینتر	talvi	وینتر	N;GEN;SG	N;SG
talven	زمستان	talvi	زمستان	N;GEN;SG	N;SG
talven	زمستون	talvi	زمستون	N;GEN;SG	N;SG
talven	زمستانی	talvi	زمستانی	N;GEN;SG	N;SG
maali	نقاشی	maali	نقاشی	N;NOM;SG	N;SG
maali	گل	maali	گل	N;NOM;SG	N;SG
maali	هدف	maali	هدف	N;NOM;SG	N;SG
numerot	اعداد	numero	اعداد	N;NOM;PL	N;PL
numerot	اعدادی	numero	اعدادی	N;NOM;PL	N;PL
laatokan	لادوگا	laato	لادوگا	N;GEN;SG	N;SG
munaa	خروس	muna	None	N;PRT;SG	N;SG
munaa	کیر	muna	کیر	N;PRT;SG	N;SG
munaa	تخمک	muna	تخمک	N;PRT;SG	N;SG
munaa	تخم	muna	تخم	N;PRT;SG	N;SG
kotka	عقاب	kotka	عقاب	N;NOM;SG	N;SG
kotka	ایگل	kotka	ایگل	N;NOM;SG	N;SG
bio	bio	bio	bio	N;NOM;SG	N;SG
käden	دست	käsi	دست	N;GEN;SG	N;SG
onnettomuus	حادثه	onnettomuus	حادثه	N;NOM;SG	N;SG
onnettomuus	تصادفی	onnettomuus	None	N;NOM;SG	N;SG
onnettomuus	تصادف	onnettomuus	None	N;NOM;SG	N;SG
onnettomuus	مصیبت	onnettomuus	مصیبت	N;NOM;SG	N;SG
onnettomuus	فاجعه	onnettomuus	فاجعه	N;NOM;SG	N;SG
onnettomuus	مصیبتی	onnettomuus	مصیبت	N;NOM;SG	N;SG
onnettomuus	حادثه	onnettomuus	حادثه	N;NOM;SG	N;SG
imperiumin	امپراطوری	imperiumi	امپراطوری	N;GEN;SG	N;SG
imperiumin	امپایر	imperiumi	امپایر	N;GEN;SG	N;SG
imperiumin	امپراتوری	imperiumi	امپراتوری	N;GEN;SG	N;SG
kroatia	کروات	kroati	کروات	N;NOM;SG	N;SG
kroatia	کرواسی	kroati	None	N;NOM;SG	N;SG
sydney	سیدنی	sydneyt	سیدنی	N;NOM;SG	N;SG
hjalmar	یالمار	hjalmar	یالمار	N;NOM;SG	N;SG
rauma	rauma	rauma	rauma	N;NOM;SG	N;SG
läntinen	غربی	läntinen	غربی	ADJ;NOM;SG	ADJ
läntinen	غربی	läntinen	غربی	ADJ;NOM;SG	ADJ
sierra	سیرا	sierra	سیرا	N;NOM;SG	N;SG
kovaa	بلند	kova	بلند	ADJ;PRT;SG	ADJ
kovaa	دشوار	kova	دشوار	ADJ;PRT;SG	ADJ
santiago	سانتیاگو	santiago	سانتیاگو	N;NOM;SG	N;SG
symboli	نماد	symboli	نماد	N;NOM;SG	N;SG
cross	صلیب	cross	صلیب	N;NOM;SG	N;SG
cross	کراس	cross	کراس	N;NOM;SG	N;SG
cross	عبور	cross	عبور	N;NOM;SG	N;SG
alkuperää	خاستگاه	alku#perä	None	N;PRT;SG	N;SG
alkuperää	مبدأ	alku#perä	None	N;PRT;SG	N;SG
alkuperää	منشأ	alku#perä	منشأ	N;PRT;SG	N;SG
alkuperää	مبدا	alku#perä	مبدا	N;PRT;SG	N;SG
risteilijä	ناو	risteilijä	ناو	N;NOM;SG	N;SG
risteilijä	رزمناو	risteilijä	رزمناو	N;NOM;SG	N;SG
colin	کولین	colin	کولین	N;NOM;SG	N;SG
colin	کالین	colin	کالین	N;NOM;SG	N;SG
kylien	روستاها	kylä	روستا	N;GEN;PL	N;PL
kylien	روستاهای	kylä	روستا	N;GEN;PL	N;PL
toistuvasti	مرتباً	toistuvasti	مرتباً	ADV	ADV
nuoruus	جوانی	nuoruus	جوانی	N;NOM;SG	N;SG
kuvaukset	بازیگران	kuvaus	بازیگر	N;NOM;PL	N;PL
malesian	مالزی	malesia	مالزی	N;GEN;SG	N;SG
malesian	مالزیایی	malesia	مالزیایی	N;GEN;SG	N;SG
vatikaanin	واتیکان	vatikaani	واتیک	N;GEN;SG	N;SG
lampi	تالاب	lampi	تالاب	N;NOM;SG	N;SG
lampi	برکه	lampi	None	N;NOM;SG	N;SG
lupa	اجازه	lupa	اجازه	N;NOM;SG	N;SG
lupa	مجوز	lupa	مجوز	N;NOM;SG	N;SG
lupa	اجازه	lupa	اجازه	N;NOM;SG	N;SG
lupa	اجازۀ	lupa	اجازۀ	N;NOM;SG	N;SG
nolla	زیرو	nolla	زیرو	N;NOM;SG	N;SG
nolla	zero	nolla	zero	N;NOM;SG	N;SG
dosentti	دانشیار	dosentti	دانشیار	N;NOM;SG	N;SG
aaron	آرون	aaro	آرون	N;NOM;SG	N;SG
yksikön	یگان	yksikkö	یهان	N;GEN;SG	N;SG
yksikön	یکای	yksikkö	یکا	N;GEN;SG	N;SG
yksikön	واحد	yksikkö	واحد	N;GEN;SG	N;SG
yksikön	یکا	yksikkö	یکا	N;GEN;SG	N;SG
yhteyden	ارتباط	yhteys	ارتباط	N;GEN;SG	N;SG
yhteyden	اتصال	yhteys	اتصال	N;GEN;SG	N;SG
sojuz	سایوز	sojuz	سایوز	N;NOM;SG	N;SG
kuukaudessa	ماه	kuu#kausi	ماه	N;IN+ESS;SG	N;SG
positiivinen	مثبت	positiivinen	مثبت	ADJ;NOM;SG	ADJ
tappio	ضرر	tappio	None	N;NOM;SG	N;SG
tappio	شکست	tappio	شکست	N;NOM;SG	N;SG
tanssija	رقصنده	tanssija	رقصنده	N;NOM;SG	N;SG
tanssija	dancer	tanssija	None	N;NOM;SG	N;SG
tanssija	رقاص	tanssija	رقاص	N;NOM;SG	N;SG
roland	رولند	roland	رولند	N;NOM;SG	N;SG
roland	رولاند	roland	رولاند	N;NOM;SG	N;SG
marsin	مریخی	marsi	مریخی	N;GEN;SG	N;SG
tuen	پشتیبان	tuki	پشتیب	N;GEN;SG	N;SG
tuen	پشتیبانی	tuki	پشتیبانی	N;GEN;SG	N;SG
tuen	حمایت	tuki	حمایت	N;GEN;SG	N;SG
organisaatio	سازمان	organisaatio	سازمان	N;NOM;SG	N;SG
organisaatio	سازماندهی	organisaatio	سازماندهی	N;NOM;SG	N;SG
organisaatio	سازمان	organisaatio	سازمان	N;NOM;SG	N;SG
organisaatio	سازماندهی	organisaatio	سازماندهی	N;NOM;SG	N;SG
quinn	کوئین	quinn	کوئین	N;NOM;SG	N;SG
quinn	کویین	quinn	کویین	N;NOM;SG	N;SG
elvis	الویس	elvis	الویس	N;NOM;SG	N;SG
roskaa	زباله	roska	زباله	N;PRT;SG	N;SG
roskaa	زباله	roska	زباله	N;PRT;SG	N;SG
vakaa	ثابت	vakaa	ثابت	ADJ;NOM;SG	ADJ
politiikkaa	سیاست	politiikka	سیاست	N;PRT;SG	N;SG
näyttely	نمایشگاه	näyttely	نمایشگاه	N;NOM;SG	N;SG
islamin	اسلام	istama	اسلام	N;GEN;SG	N;SG
puolustus	دفاعی	puolustus	دفاعی	N;NOM;SG	N;SG
puolustus	دفاع	puolustus	دفاع	N;NOM;SG	N;SG
puolustus	دفاع	puolustus	دفاع	N;NOM;SG	N;SG
walker	واکر	walker	واکر	N;NOM;SG	N;SG
walker	والکر	walker	والکر	N;NOM;SG	N;SG
alfa	آلفا	alfa	آلفا	N;NOM;SG	N;SG
silva	سیلوا	silva	سیلوا	N;NOM;SG	N;SG
laatu	کیفیتی	laatu	کیفیت	N;NOM;SG	N;SG
laatu	کیفیت	laatu	کیفیت	N;NOM;SG	N;SG
kokous	کنفرانس	kokous	کنفرانس	N;NOM;SG	N;SG
kokous	همایش	kokous	همایش	N;NOM;SG	N;SG
kokous	ملاقات	kokous	ملاقات	N;NOM;SG	N;SG
kokous	جلسه	kokous	جلسه	N;NOM;SG	N;SG
kokous	دیدار	kokous	دیدار	N;NOM;SG	N;SG
videon	ویدیویی	video	ویدیویی	N;GEN;SG	N;SG
videon	ویدئویی	video	ویدئویی	N;GEN;SG	N;SG
videon	ویدیوی	video	ویدیو	N;GEN;SG	N;SG
videon	ویدئو	video	ویدئو	N;GEN;SG	N;SG
videon	ویدیو	video	ویدیو	N;GEN;SG	N;SG
videon	ویدئوی	video	ویدئوی	N;GEN;SG	N;SG
syitä	دلایل	syy	دلیل	N;PRT;PL	N;PL
syitä	علل	syy	علت	N;PRT;PL	N;PL
ronald	رونالد	ronald	رونالد	N;NOM;SG	N;SG
näkemyksiä	نماها	näkemys	نما	N;PRT;PL	N;PL
näkemyksiä	بازدیدهای	näkemys	بازدید	N;PRT;PL	N;PL
näkemyksiä	نماهای	näkemys	نما	N;PRT;PL	N;PL
vihreät	سبز	vihreä	سبز	ADJ;NOM;PL	ADJ
olga	اولگا	olga	اول	N;NOM;SG	N;SG
toimisto	سازمان	toimisto	سازمان	N;NOM;SG	N;SG
toimisto	نمایندگی	toimisto	نمایندگی	N;NOM;SG	N;SG
toimisto	آژانس	toimisto	آژانس	N;NOM;SG	N;SG
toimisto	اداره	toimisto	اداره	N;NOM;SG	N;SG
toimisto	دفتر	toimisto	دفتر	N;NOM;SG	N;SG
kruunua	کرون	kruunu	کرون	N;PRT;SG	N;SG
kruunua	کراون	kruunu	کراون	N;PRT;SG	N;SG
kruunua	تاج	kruunu	تاج	N;PRT;SG	N;SG
satelliitti	ماهواره	satelliitti	ماهواره	N;NOM;SG	N;SG
sydneyn	سیدنی	syddä	سیدنی	N;GEN;SG	N;SG
hyönteisiä	حشرات	hyönteinen	حشره	N;PRT;PL	N;PL
ernest	ارنست	ernest	ارنست	N;NOM;SG	N;SG
vapauden	ازادی	vapaus	ازادی	N;GEN;SG	N;SG
vapauden	آزادی	vapaus	آزادی	N;GEN;SG	N;SG
komppania	شرکت	komppani	شرکت	N;NOM;SG	N;SG
komppania	company	komppani	None	N;NOM;SG	N;SG
komppania	کمپانی	komppani	کمپانی	N;NOM;SG	N;SG
ajankohta	زمانبندی	ajan#kohta	زمانبندی	N;NOM;SG	N;SG
väärä	غلط	väärä	غلط	ADJ;NOM;SG	ADJ
lait	قوانین	laki	قانون	N;NOM;PL	N;PL
kyliä	روستاها	kylä	روستا	N;PRT;PL	N;PL
kyliä	روستاهای	kylä	روستا	N;PRT;PL	N;PL
korkealla	بلند	korkea	بلند	ADJ;AT+ESS
;SG	ADJ
kokemusta	تجربه	kokemus	تجربه	N;PRT;SG	N;SG
ryhmien	گروهها	ryhmä	گروه	N;GEN;PL	N;PL
ukraina	اوکراین	ukraina	None	N;NOM;SG	N;SG
ukraina	اوکراینی	ukraina	اوکراینی	N;NOM;SG	N;SG
juutalaisia	یهودیان	juutalainen	یهودی	N;PRT;PL	N;PL
glasgow	گلاسکو	glasgow	گلاسکو	N;NOM;SG	N;SG
houston	هیوستون	housto	هیوستون	N;NOM;SG	N;SG
houston	هوستون	housto	None	N;NOM;SG	N;SG
houston	هاستون	housto	هاستون	N;NOM;SG	N;SG
puusta	چوبی	puu	چوبی	N;IN+ABL;SG	N;SG
puusta	وود	puu	None	N;IN+ABL;SG	N;SG
puusta	چوب	puu	چوب	N;IN+ABL;SG	N;SG
jalka	پای	jalka	پا	N;NOM;SG	N;SG
jalka	فوت	jalka	فوت	N;NOM;SG	N;SG
jalka	پیاده	jalka	پیاده	N;NOM;SG	N;SG
jalka	پا	jalka	پا	N;NOM;SG	N;SG
jalka	پای	jalka	پا	N;NOM;SG	N;SG
jalka	پاش	jalka	پاش	N;NOM;SG	N;SG
jalka	ساق	jalka	None	N;NOM;SG	N;SG
jalka	پا	jalka	پا	N;NOM;SG	N;SG
omaisuuden	بخت	omaisuus	None	N;GEN;SG	N;SG
omaisuuden	فال	omaisuus	فال	N;GEN;SG	N;SG
omaisuuden	ثروت	omaisuus	None	N;GEN;SG	N;SG
kehittäminen	توسعه	kehittäminen	توسعه	N;NOM;SG	N;SG
kehittäminen	توسعه	kehittäminen	توسعه	N;NOM;SG	N;SG
