और	en	और	en		CONJ
जिब्राल्टर	gibraltar	जिब्राल्टर	gibraltar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अकेले	alone	अकेला	alone	V;MASC;SG;3;FIN;ACT	
अकेले	alleen	अकेला	alleen	V;MASC;SG;3;FIN;ACT	ADV
किशोर	jeugdige	किशोर	jeugdig	N;NOM;MASC;SG;3	ADJ
किशोर	tienerjaren	किशोर	tienerjaar	N;NOM;MASC;SG;3	N;PL
किशोर	tieners	किशोर	tiener	N;NOM;MASC;SG;3	N;PL
अणु	deeltjes	अणु	deel	N;NOM;MASC;SG;3	N;PL
अणु	moleculair	अणु	moleculair	N;NOM;MASC;SG;3	ADJ
अणु	moleculaire	अणु	moleculair	N;NOM;MASC;SG;3	ADJ
अणु	atomen	अणु	atomen	N;NOM;MASC;SG;3	N;PL
भीड़	overvol	भीड़	overvol	N;NOM;FEM;SG;3	ADJ
ब्लू	blue	ब्लू	blue	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
ब्लू	blauw	ब्लू	blauw	PROPN;NOM;MASC;SG;3	ADJ
ब्लू	blauwe	ब्लू	blauw	PROPN;NOM;MASC;SG;3	ADJ
ब्लू	blues	ब्लू	blues	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
रिकॉर्डिंग	opnemen	रिकॉर्डिंग	opnemen	N;NOM;FEM;SG;3	V;NFIN
क्रेडिट	kredieten	क्रेडिट	krediet	N;NOM;MASC;SG;3	N;PL
द्वीपसमूह	eilanden	द्वीपसमूह	eiland	N;NOM;MASC;SG;3	N;PL
स्कोर	scoren	स्कोर	scoren	N;NOM;MASC;SG;3	V;NFIN
स्कोर	scoort	स्कोर	scoort	N;NOM;MASC;SG;3	V;SG;PRS;FIN
स्कोर	scores	स्कोर	scores	N;NOM;MASC;SG;3	N;PL
अवशेष	residu	अवशेष	residu	N;NOM;MASC;PL;3	N;NEUT;SG
अवशेष	resterende	अवशेष	resteren	N;NOM;MASC;PL;3	V;V.PTCP
अवशेष	resterend	अवशेष	resteren	N;NOM;MASC;PL;3	V;V.PTCP
गुजराती	gujarati	गुजराती	gujarati	PROPN;NOM;FEM;SG;3	ADJ
चेतावनी	waarschuwingen	चेतावनी	waarschuwing	N;NOM;FEM;SG;3	N;PL
चेतावनी	waarschuwingen	चेतावनी	waarschuwing	N;NOM;FEM;SG;3	N;PL
चेतावनी	alert	चेतावनी	aleren	N;NOM;FEM;SG;3	ADJ
परामर्श	raadplegen	परामर्श	raadplegen	N;NOM;MASC;SG;3	V;NFIN
दंड	sancties	दंड	sanctie	N;NOM;MASC;SG;3	N;PL
दंड	boetes	दंड	boete	N;NOM;MASC;SG;3	N;PL
दंड	straffen	दंड	straf	N;NOM;MASC;SG;3	N;PL
दंड	straffen	दंड	straf	N;NOM;MASC;SG;3	N;PL
हिट	hits	हिट	hits		N;PL
हिट	treffers	हिट	treffer		N;PL
हिट	hit	हिट	hit		N;MASC+FEM;SG
हिट	treffer	हिट	treffer		N;MASC+FEM;SG
हिट	geraakt	हिट	raken		V;V.PTCP
प्रतिबंध	restricties	प्रतिबंध	restrictie	N;NOM;MASC;SG;3	N;PL
प्रतिबंध	beperkingen	प्रतिबंध	beperking	N;NOM;MASC;SG;3	N;PL
पढ़ाई	studeer	पढ़ाई	studeer	N;NOM;FEM;SG;3	V;SG;PRS;FIN
पढ़ाई	studeren	पढ़ाई	studeren	N;NOM;FEM;SG;3	V;NFIN
पढ़ाई	bestuderen	पढ़ाई	bestuderen	N;NOM;FEM;SG;3	V;NFIN
पढ़ाई	bestudeerde	पढ़ाई	bestuderen	N;NOM;FEM;SG;3	V;SG;PST;FIN
पढ़ाई	studeerde	पढ़ाई	studeren	N;NOM;FEM;SG;3	V;SG;PST;FIN
पढ़ाई	bestudeerd	पढ़ाई	bestuderen	N;NOM;FEM;SG;3	V;V.PTCP
जैक	jaap	जैक	jaap	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जैक	jack	जैक	jack	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जैक	sjaak	जैक	sjaak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
संदर्भित	gerefereerd	संदर्भित	refereren	ADJ	V;V.PTCP
बांध	dam	बांध	dam	V;SG;FIN;ACT	N;MASC+FEM;SG
बांध	stuwdam	बांध	stuwdam	V;SG;FIN;ACT	N;MASC+FEM;SG
बांध	pier	बांध	pier	V;SG;FIN;ACT	N;MASC+FEM;SG
क्रांतिकारी	revolutionair	क्रांतिकारी	revolutionair	N;NOM;MASC;SG;3	ADJ
क्रांतिकारी	revolutionaire	क्रांतिकारी	revolutionair	N;NOM;MASC;SG;3	ADJ
आउट	stompen	आउट	stomp	N;NOM;MASC;SG;3	V;NFIN
आउट	eruit	आउट	eruit	N;NOM;MASC;SG;3	ADV
आउट	uit	आउट	uit	N;NOM;MASC;SG;3	ADP
आउट	out	आउट	out	N;NOM;MASC;SG;3	
संशोधित	herziene	संशोधित	herzien	ADJ	N;MASC+FEM;SG
संशोधित	herzien	संशोधित	herzien	ADJ	V;V.PTCP
संशोधित	gecorrigeerd	संशोधित	corrigeren	ADJ	V;V.PTCP
संशोधित	gecorrigeerde	संशोधित	corrigereren	ADJ	V;SG;PST;FIN
संशोधित	gemodificeerd	संशोधित	modificeren	ADJ	V;V.PTCP
संशोधित	gewijzigd	संशोधित	wijzigen	ADJ	V;V.PTCP
संशोधित	aangepast	संशोधित	aanpassen	ADJ	V;V.PTCP
सहमति	akkoord	सहमति	akkoord	N;NOM;FEM;SG;3	ADJ
सहमति	afgesproken	सहमति	afspreken	N;NOM;FEM;SG;3	V;V.PTCP
सहमति	overeengekomen	सहमति	overeenkomen	N;NOM;FEM;SG;3	V;V.PTCP
जोशी	joshi	जोशी	joshi	PROPN;NOM;SG;3	N;MASC+FEM;SG
सूचित	geïnformeerd	सूचित	informeren	ADJ	V;V.PTCP
कवर	cover	कवर	cover		N;MASC+FEM;SG
कवर	dekking	कवर	dekking		N;MASC+FEM;SG
कवर	omslag	कवर	omslag		N;MASC+FEM;SG
कवर	dekken	कवर	dekken		V;NFIN
कवर	dekt	कवर	dekken		V;SG;PRS;FIN
कवर	covers	कवर	cover		N;PL
कवर	omslagen	कवर	omslaan		N;PL
कवर	omvat	कवर	omvatten		V;SG;PRS;FIN
भय	vrees	भय	vrezen	N;NOM;MASC;SG;3	V;SG;PRS;FIN
भय	fear	भय	fear	N;NOM;MASC;SG;3	
अस्थायी	voorbijgaande	अस्थायी	voorbijgaand	N;NOM;MASC;SG;3	V;V.PTCP
अस्थायी	tijdelijk	अस्थायी	tijdelijk	N;NOM;MASC;SG;3	ADJ
अस्थायी	tijdelijke	अस्थायी	tijdelijk	N;NOM;MASC;SG;3	ADJ
अस्थायी	voorlopige	अस्थायी	voorlopig	N;NOM;MASC;SG;3	ADJ
अस्थायी	voorlopig	अस्थायी	voorlopig	N;NOM;MASC;SG;3	ADJ
कमल	lotus	कमल	lotus	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कमल	kamal	कमल	kamal	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
प्रमाणित	gecertificeerde	प्रमाणित	certificeren	ADJ	V;V.PTCP
प्रमाणित	gecertificeerd	प्रमाणित	certificeren	ADJ	V;V.PTCP
प्रमाणित	gediplomeerd	प्रमाणित	diplomeren	ADJ	V;V.PTCP
एसिड	zure	एसिड	zure	N;NOM;MASC;SG;3	ADJ
एसिड	zuur	एसिड	zuur	N;NOM;MASC;SG;3	ADJ
बुक	geboekt	बुक	boeken	N;NOM;MASC;SG;3	V;V.PTCP
हथियार	wapen	हथियार	wapen	N;NOM;MASC;PL;3	N;NEUT;SG
माप	meet	माप	meet		V;SG;PRS;FIN
माप	meten	माप	meten		V;NFIN
माप	maatstaf	माप	maatstaf		N;MASC+FEM;SG
माप	maatregel	माप	maatregel		N;MASC+FEM;SG
माप	metingen	माप	meting		N;PL
माप	meting	माप	meting		N;MASC+FEM;SG
माप	meten	माप	meten		V;NFIN
माप	metingen	माप	meting		N;PL
माप	opmeten	माप	opmeten		V;NFIN
थॉमस	thomas	थॉमस	thomas	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कानपुर	kanpur	कानपुर	kanpur	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
एडवर्ड	edward	एडवर्ड	edward	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
एडवर्ड	eduard	एडवर्ड	eduard	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
कागज	paper	कागज	paper	N;NOM;MASC;SG;3	
चुनौती	uitdagen	चुनौती	uitdag	N;NOM;FEM;SG;3	V;NFIN
ओलम्पिक	olympic	ओलम्पिक	olympic	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
ओलम्पिक	olympisch	ओलम्पिक	Olympisch	PROPN;NOM;MASC;SG;3	ADJ
गणेश	ganesh	गणेश	ganesh	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
गणेश	ganesha	गणेश	ganesha	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
वसा	vetten	वसा	vet	N;NOM;MASC;SG;3	N;PL
वसा	dikke	वसा	dik	N;NOM;MASC;SG;3	ADJ
वसा	dik	वसा	dik	N;NOM;MASC;SG;3	ADJ
कमजोर	zwakken	कमजोर	zwak	ADJ	V;NFIN
नजर	eye	नजर	eye	N;NOM;FEM;SG;3	
सीधा	rechtdoor	सीधा	rechtdoor	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
सीधा	straight	सीधा	straight	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
ग्रीन	groen	ग्रीन	groen		ADJ
ग्रीन	groene	ग्रीन	groen		ADJ
नामित	genoemd	नामित	noemen	ADJ	V;V.PTCP
नामित	genaamd	नामित	genaamd	ADJ	V;V.PTCP
नामित	benoemde	नामित	benoemen	ADJ	V;V.PTCP
उद्योगों	ondernemer	उद्योग	ondernemer	N;ACC;MASC;PL;3	N;MASC+FEM;SG
स्टॉक	stock	स्टॉक	stock	N;NOM;MASC;SG;3	
मर	dood	मर	dood	V;ACT	ADJ
मर	doods	मर	doods	V;ACT	ADJ
मर	dead	मर	dead	V;ACT	N;MASC+FEM;SG
बच्चन	bachchan	बच्चन	bachchan	PROPN;NOM;SG;3	N;MASC+FEM;SG
गहरी	deep	गहरा	deep	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
लिंक्स	links	लिंक्स	links	N;NOM;FEM;SG;3	ADJ
विस्फोट	explosies	विस्फोट	explosie	N;NOM;MASC;SG;3	N;PL
बिल्कुल	absoluut	बिल्कुल	absoluut	ADV	ADJ
नामांकित	genomineerden	नामांकित	genomineren	ADJ;NOM	N;PL
नामांकित	nominaties	नामांकित	nominatie	ADJ;NOM	N;PL
नामांकित	ingeschreven	नामांकित	inschrijven	ADJ;NOM	V;V.PTCP
कथन	verklaringen	कथन	verklaring	N;NOM;MASC;SG;3	N;PL
ज्वालामुखी	vulkanen	ज्वालामुखी	vulkaan	N;NOM;MASC;SG;3	N;PL
सुल्तान	sultan	सुल्तान	sultan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सिविल	civiele	सिविल	civiel	N;NOM;MASC;SG;3	ADJ
सिविल	burgerlijke	सिविल	burgerlijk	N;NOM;MASC;SG;3	ADJ
सिविल	burgerlijk	सिविल	burgerlijk	N;NOM;MASC;SG;3	ADJ
सिविल	civiel	सिविल	civiel	N;NOM;MASC;SG;3	ADJ
शेर	leeuwen	शेर	leeuw	N;NOM;MASC;SG;3	N;PL
शेर	lions	शेर	lion	N;NOM;MASC;SG;3	N;PL
हनुमान	hanuman	हनुमान	hanuman	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
प्रतिदिन	dagelijks	प्रतिदिन	dagelijks	N;NOM;MASC;SG;3	ADJ
प्रतिदिन	alledaags	प्रतिदिन	alledaags	N;NOM;MASC;SG;3	ADJ
प्रतिदिन	dagelijkse	प्रतिदिन	dagelijks	N;NOM;MASC;SG;3	ADJ
प्रतिदिन	dagelijks	प्रतिदिन	dagelijks	N;NOM;MASC;SG;3	ADJ
बैंकिंग	bankieren	बैंकिंग	bankier	N;NOM;FEM;SG;3	V;NFIN
असामान्य	ongewoon	असामान्य	ongewoon	PROPN;NOM;SG;3	ADJ
असामान्य	ongebruikelijk	असामान्य	ongebruikelijk	PROPN;NOM;SG;3	ADJ
असामान्य	ongewone	असामान्य	ongewoon	PROPN;NOM;SG;3	ADJ
असामान्य	ongebruikelijke	असामान्य	ongebruikelijk	PROPN;NOM;SG;3	ADJ
असामान्य	abnormale	असामान्य	abnormaal	PROPN;NOM;SG;3	ADJ
असामान्य	afwijkend	असामान्य	afwijken	PROPN;NOM;SG;3	V;V.PTCP
असामान्य	abnormaal	असामान्य	abnormaal	PROPN;NOM;SG;3	ADJ
कमरे	kamers	कमरा	kamer	N;NOM;MASC;SG;3	N;PL
स्वाद	proeven	स्वाद	proeven	N;NOM;MASC;SG;3	V;NFIN
स्वाद	smaken	स्वाद	smaken	N;NOM;MASC;SG;3	N;PL
स्वाद	proeft	स्वाद	proeven	N;NOM;MASC;SG;3	V;SG;PRS;FIN
चित्रकार	schilders	चित्रकार	schilder	N;NOM;MASC;SG;3	N;PL
विद्यार्थी	studenten	विद्यार्थी	student	N;NOM;MASC;SG;3	N;PL
विद्यार्थी	leerlingen	विद्यार्थी	leerling	N;NOM;MASC;SG;3	N;PL
पेय	dranken	पेय	drank	N;NOM;MASC;SG;3	N;PL
पेय	drink	पेय	drink	N;NOM;MASC;SG;3	V;SG;PRS;FIN
पेय	drinken	पेय	drinken	N;NOM;MASC;SG;3	V;NFIN
पेय	dranken	पेय	drank	N;NOM;MASC;SG;3	N;PL
पेय	drankjes	पेय	drank	N;NOM;MASC;SG;3	N;PL
पेय	dranken	पेय	drank	N;NOM;MASC;SG;3	N;PL
अनुक्रम	bestellen	अनुक्रम	bestellen	N;NOM;MASC;SG;3	V;NFIN
चक	chak	चक	chak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
चक	chuck	चक	chuck	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सूचीबद्ध	opgesomd	सूचीबद्ध	opsommen	PROPN;NOM;MASC;SG;3	V;V.PTCP
माध्यमिक	secundaire	माध्यमिक	secundair	N;NOM;MASC;SG;3	ADJ
माध्यमिक	secundair	माध्यमिक	secundair	N;NOM;MASC;SG;3	ADJ
खगोलीय	astronomische	खगोलीय	astronomisch	PROPN;NOM	ADJ
गौतम	gautama	गौतम	gautama	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
लक्ष्मी	lakshmi	लक्ष्मी	lakshmi	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
तार	koorden	तार	koord	N;NOM;MASC;SG;3	N;PL
तार	touwtjes	तार	touw	N;NOM;MASC;SG;3	N;PL
तार	snaren	तार	snaar	N;NOM;MASC;SG;3	N;PL
तार	strings	तार	string	N;NOM;MASC;SG;3	N;PL
पृथक	afgelegen	पृथक	aflegen		V;V.PTCP
पृथक	geïsoleerd	पृथक	soleren		V;V.PTCP
पृथक	geïsoleerde	पृथक	geïsoleerd		V;V.PTCP
पृथक	aparte	पृथक	apart		ADJ
पृथक	gescheiden	पृथक	scheiden		V;V.PTCP
पृथक	apart	पृथक	apart		ADJ
ओम	ohm	ओम	ohm	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अचानक	plotseling	अचानक	plotseling	ADV	ADJ
अचानक	plotseling	अचानक	plotseling	ADV	ADJ
अचानक	plotselinge	अचानक	plotseling	ADV	ADJ
अचानक	plotse	अचानक	plots	ADV	ADJ
संसदीय	parlementaire	संसदीय	parlementair	N;NOM;MASC;SG;3	ADJ
संसदीय	parlementair	संसदीय	parlementair	N;NOM;MASC;SG;3	ADJ
डर	angst	डर	angst		N;MASC+FEM;SG
डर	vrees	डर	vrezen		V;SG;PRS;FIN
डर	fear	डर	fear		
डर	bang	डर	bang		ADJ
करियर	carrières	करियर	carrière	N;NOM;MASC;SG;3	N;PL
शुक्र	vr	शुक्र	vr	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
शुक्र	venus	शुक्र	venus	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जानवर	dieren	जानवर	dier	N;NOM;MASC;SG;3	N;PL
आना	ana	आ	ana	V;MASC;NFIN;ACT	N;MASC+FEM;SG
चेहरे	gelaat	चेहरा	gelaat	N;NOM;MASC;PL;3	N;NEUT;SG
चेहरे	aangezicht	चेहरा	aanzichten	N;NOM;MASC;PL;3	N;NEUT;SG
चेहरे	gezicht	चेहरा	gezicht	N;NOM;MASC;PL;3	N;NEUT;SG
चेहरे	face	चेहरा	face	N;NOM;MASC;PL;3	N;MASC+FEM;SG
अंग्रेज	engels	अंग्रेज	engel	N;NOM;MASC;SG;3	ADJ
अंग्रेज	engelsen	अंग्रेज	engelsen	N;NOM;MASC;SG;3	N;PL
चिन्ह	symbolen	चिन्ह	symbol	N;NOM;MASC;SG;3	N;PL
चरम	extreme	चरम	extreem		ADJ
चरम	extreem	चरम	extreem		ADJ
केन्द्रित	gecentreerd	केंद्रित	centreren	ADJ	V;V.PTCP
केन्द्रित	gefocust	केंद्रित	focusten	ADJ	V;V.PTCP
केन्द्रित	geconcentreerd	केंद्रित	concentreren	ADJ	V;V.PTCP
सरदार	sardar	सरदार	sardar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
निर्यात	exporteren	निर्यात	exporteren	N;NOM;MASC;SG;3	V;NFIN
भूकंप	aardbevingen	भूकंप	aardbeving	N;NOM;MASC;SG;3	N;PL
स्मिथ	smith	स्मिथ	smith	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
स्मिथ	smid	स्मिथ	smid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
उड़ीसा	orissa	उड़ीसा	orissa	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
भर्ती	rekruteren	भर्ती	rekruteren	N;NOM;FEM;SG;3	V;NFIN
भर्ती	werven	भर्ती	werven	N;NOM;FEM;SG;3	V;NFIN
भर्ती	rekruteren	भर्ती	rekruteren	N;NOM;FEM;SG;3	V;NFIN
भर्ती	inhuren	भर्ती	inhuur	N;NOM;FEM;SG;3	V;NFIN
भर्ती	verhuren	भर्ती	verhuuren	N;NOM;FEM;SG;3	V;NFIN
स्तंभ	kolommen	स्तंभ	kolommen	N;NOM;MASC;SG;3	N;PL
स्तंभ	zuilen	स्तंभ	zuilen	N;NOM;MASC;SG;3	N;PL
स्तंभ	pilaren	स्तंभ	pilaar	N;NOM;MASC;SG;3	N;PL
कार्यकाल	openingstijden	कार्यकाल	openingstijd	N;NOM;MASC;SG;3	N;PL
कार्यकाल	uren	कार्यकाल	ure	N;NOM;MASC;SG;3	N;PL
ताल	beat	ताल	bieten		N;MASC+FEM;SG
बोध	waarneming	बोध	waarneming		N;MASC+FEM;SG
बोध	perceptie	बोध	perceptie		N;MASC+FEM;SG
मलेशिया	maleisië	मलेशिया	maleisië	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बनाम	versus	बनाम	versus		INTJ
जीवनी	biografie	जीवनी	biografie	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
मजबूर	geforceerde	मजबूर	forceren	ADJ	V;V.PTCP
मजबूर	gedwongen	मजबूर	dwingen	ADJ	V;V.PTCP
मजबूर	afgedwongen	मजबूर	afdwingen	ADJ	V;V.PTCP
मजबूर	geforceerd	मजबूर	forceren	ADJ	V;V.PTCP
साहब	meneer	साहब	meneer		N;MASC+FEM;SG
महाकाव्य	epische	महाकाव्य	episch	N;NOM;MASC;SG;3	ADJ
महाकाव्य	episch	महाकाव्य	episch	N;NOM;MASC;SG;3	ADJ
परिणामों	resultaat	परिणाम	resultaat	N;ACC;MASC;PL;3	N;NEUT;SG
प्लास्टिक	kunststoffen	प्लास्टिक	kunststof	N;NOM;MASC;SG;3	N;PL
प्लास्टिक	plastics	प्लास्टिक	plastics	N;NOM;MASC;SG;3	N;PL
प्लास्टिक	plastiek	प्लास्टिक	plastiek	N;NOM;MASC;SG;3	ADJ
मुनि	muni	मुनि	muni	PROPN;NOM;MASC;SG;3	PROPN;SG
ब्रह्मा	brahman	ब्रह्मा	brahman	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
ब्रह्मा	brahma	ब्रह्मा	brahma	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
वयस्क	volwassen	वयस्क	volwassen		ADJ
वयस्क	volwassenen	वयस्क	volwassenen		ADJ
वयस्क	adult	वयस्क	adult		
वयस्क	volwassene	वयस्क	volwassene		ADJ
वयस्क	volwassen	वयस्क	volwassen		ADJ
वयस्क	rijpe	वयस्क	rijp		ADJ
ब्लॉक	blokken	ब्लॉक	blok	N;NOM;MASC;SG;3	N;PL
ब्लॉक	blokkeren	ब्लॉक	blokkeren	N;NOM;MASC;SG;3	V;NFIN
मुसलमान	moslim	मुसलमान	moslim	N;NOM;MASC;PL;3	N;MASC+FEM;SG
सम्पादन	bewerken	सम्पादन	bewerken	N;NOM;MASC;SG;3	V;NFIN
संगठित	georganiseerd	संगठित	organiseren	ADJ	V;V.PTCP
संगठित	georganiseerde	संगठित	organiseren	ADJ	V;V.PTCP
संगठित	georganiseerd	संगठित	organiseren	ADJ	V;V.PTCP
संगठित	georganiseerde	संगठित	organiseren	ADJ	V;V.PTCP
स्वीकृति	goedkeuren	स्वीकृति	goedkeuren	N;NOM;FEM;SG;3	V;NFIN
पटेल	patel	पटेल	patel	PROPN;NOM;SG;3	N;MASC+FEM;SG
असली	real	असली	real	ADJ;NOM	N;MASC+FEM;SG
पैसे	geld	पैसा	geld	N;NOM;MASC;PL;3	N;NEUT;SG
शुष्क	droge	शुष्क	droog	N;NOM;MASC;SG;3	ADJ
शुष्क	droog	शुष्क	droog	N;NOM;MASC;SG;3	ADJ
शुष्क	drogen	शुष्क	drigen	N;NOM;MASC;SG;3	V;NFIN
शुरुआती	beginners	शुरुआती	beginner	ADJ	N;PL
शुरुआती	beginneling	शुरुआती	beginneling	ADJ	N;MASC+FEM;SG
शुरुआती	beginner	शुरुआती	beginner	ADJ	N;MASC+FEM;SG
मेट्रो	metro	मेट्रो	metro	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
नव	nav	नव	nav		N;MASC+FEM;SG
गर्मियों	zomer	गर्मी	zomer	N;ACC;FEM;PL;3	N;MASC+FEM;SG
प्रकाशक	uitgeverijen	प्रकाशक	uitgeverij	N;NOM;MASC;SG;3	N;PL
प्रकाशक	uitgevers	प्रकाशक	uitgever	N;NOM;MASC;SG;3	N;PL
स्वीडन	zweden	स्वीडन	zweden	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
गाय	koe	गाय	koe		N;MASC+FEM;SG
प्रशांत	pacific	प्रशांत	pacific	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
खाली	leegmaken	खाली	leegmaken	ADJ	V;NFIN
खाली	ledig	खाली	ledig	ADJ	ADV
खाली	blanco	खाली	blanco	ADJ	N;MASC+FEM;SG
प्रतिष्ठा	prestige	प्रतिष्ठा	prestig	N;NOM;FEM;SG;3	ADJ
हार्ट	hart	हार्ट	hart	PROPN;NOM;MASC;SG;3	N;NEUT;SG
अनुमानित	geraamd	अनुमानित	ramen	ADJ	V;V.PTCP
अनुमानित	geschat	अनुमानित	schatten	ADJ	V;V.PTCP
अनुमानित	schatting	अनुमानित	schatting	ADJ	N;MASC+FEM;SG
अनुमानित	geschatte	अनुमानित	schatten	ADJ	V;V.PTCP
होली	holly	होली	holly	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
होली	hulst	होली	hulst	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
साधना	sadhana	साध	sadhana	V;SG;FIN;ACT	N;MASC+FEM;SG
गिरफ्तार	arrestatie	गिरफ्तार	arrestatie	ADJ	N;MASC+FEM;SG
