douro	douro	douro	douro	N;MASC;SG	PROPN;NOM;MASC;SG
reconhecidos	priznana	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconhecidos	priznan	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconhecidos	priznan	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconhecidos	prepoznal	reconhecer	prepoznati	V;MASC;PL;V.PTCP	V;PFV;MASC;SG;V.PTCP
reconhecidos	priznana	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconhecidos	priznano	reconhecer	priznan	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
carregar	obremenitve	carregar	obremenitev	V;NFIN	N;NOM;FEM;PL
carregar	obremenitev	carregar	obremenitev	V;NFIN	N;GEN;FEM;SG
carregar	nalaganje	carregar	nalaganje	V;NFIN	N;NOM;NEUT;SG
rain	rain	rain	rain	N;MASC;SG	PROPN;NOM;MASC;SG
ultra	ultra	ultra	ulter	N;MASC;SG	
organizados	organizirani	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizados	organizirano	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizados	organiziran	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizados	organizirana	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizados	organizirane	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organizados	organizirani	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizados	organizirano	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizados	organiziran	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizados	organizirana	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizados	organizirane	organizar	organiziran	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
superar	premagovanje	superar	premagovanje	V;NFIN	N;NOM;NEUT;SG
jin	jin	jin	jin	N;MASC;SG	PROPN;NOM;MASC;SG
severo	hude	severo	hud	N;MASC;SG	ADJ;NOM;FEM;PL
severo	hudi	severo	hud	N;MASC;SG	ADJ;NOM;MASC;SG
severo	hudo	severo	hudo	N;MASC;SG	ADV
severo	huda	severo	hud	N;MASC;SG	ADJ;NOM;FEM;SG
lento	počasi	lento	počasi	ADJ;MASC;SG	ADV
missionários	misijonar	missionário	misijonar	N;MASC;PL	N;NOM;MASC;SG
quebrar	break	quebrar	break	V;NFIN	N;NOM;MASC;SG
quebrar	zlomi	quebrar	zlom	V;NFIN	N;NOM;MASC;SG
quebrar	zlom	quebrar	zlom	V;NFIN	N;NOM;MASC;SG
primitiva	primitivna	primitivo	primitiven	N;FEM;SG	ADJ;NOM;FEM;SG
primitiva	primitivno	primitivo	primitivno	N;FEM;SG	ADJ;NOM;NEUT;SG
primitiva	primitivni	primitivo	primitiven	N;FEM;SG	ADJ;NOM;MASC;PL
primitiva	primitivne	primitivo	primitiven	N;FEM;SG	ADJ;NOM;FEM;PL
karen	karen	karen	karen	N;FEM;SG	PROPN;NOM;FEM;SG
rex	rex	rex	rex	N;MASC;SG	
pontas	konča	ponta	končati	N;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
preliminar	predhodno	preliminar	predhodno	ADJ;MASC;SG	ADV
inspirou	navdih	inspirar	navdih	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
havaí	havaji	haver	havaja	N;MASC;SG	N;NOM;MASC;PL
hope	hope	hope	hopa	N;MASC;SG	
gota	spusti	gota	spustiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
gota	izpusti	gota	izpustiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
ilustrações	ponazoritev	ilustração	ponazoritev	N;FEM;PL	N;NOM;FEM;SG
ilustrações	ilustracija	ilustração	ilustracija	N;FEM;PL	N;NOM;FEM;SG
consumidor	potrošniki	consumidor	potrošnik	N;MASC;SG	N;NOM;MASC;PL
consumidor	potrošnikov	consumidor	potrošnik	N;MASC;SG	N;GEN;MASC;PL
fibras	vlakno	fibra	vlakno	N;FEM;PL	N;NOM;NEUT;SG
fibras	vlakno	fibra	vlakno	N;FEM;PL	N;NOM;NEUT;SG
variadas	raznolike	variar	raznolik	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;PL
dissolução	raztopljenega	dissolução	raztopljen	N;FEM;SG	ADJ;GEN;NEUT;SG;V.PTCP
dissolução	raztopi	dissolução	raztop	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
informa	obvestite	informar	obvestiti	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
nativo	materni	nativo	materen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
condecorado	odlikovan	condecorar	odlikovan	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
