категорија	kategooria
услуга	teenindus
услуга	teenus
воведувањето	sissejuhatus
сојузници	liitlased
лабораторија	laboratoorsed
лабораторија	laboratooriumi
лабораторија	labor
лабораторија	laboratoorium
лабораторија	lab
лабораторија	labor
хитови	tabab
хитови	lööb
наставата	õpetamine
наставата	õpetamise
ристо	risto
феномен	fenomen
феномен	nähtus
активна	aktiivne
активна	aktiivsed
молекули	molekulid
свест	teadlikkus
свест	teadlikkust
свест	teadvuse
свест	teadvus
параметри	soodustused
параметри	eelistused
параметри	parameetrid
кол	cole
кол	kol
расправа	arutelu
расправа	arutelu
расправа	debatt
рекорди	records
надал	nadal
пристапот	juurdepääs
пристапот	ligipääs
паун	paabulind
претседатели	presidendid
тон	toon
тон	tooni
тон	tonni
тон	tonn
спомени	mälestusi
спомени	mälestused
предложена	soovitatud
предложена	soovitas
предложена	pakutud
изразување	väljend
изразување	väljendus
полна	täis
полна	täielik
австралиски	austraalia
андреа	andrea
астероиди	asteroidid
лорд	issand
порт	port
порт	sadam
венецуела	venezuela
дрвја	puid
дрвја	puud
оставајќи	lahkumas
оставајќи	lahkub
оставајќи	lahkumine
бреговите	kallaste
одговорни	vastutustundlik
одговорни	vastutav
одлично	suure
одлично	suurepärane
извршена	sulatatud
извршена	hukatud
извршена	hukati
лион	lyoni
лион	leon
формирани	moodustatud
формирани	moodustati
тунис	tuneesia
тунис	tunis
клисура	mäekuru
видливи	nähtavad
видливи	nähtav
видливи	materiaalne
чиста	puhas
чиста	puhtaks
чиста	puhtad
чиста	puhas
поздрав	tervitus
поздрав	tervitused
поздрав	tervitus
пуштен	vabanenud
пуштен	vabastatud
брз	kiire
брз	kiiresti
инфраструктура	infrastruktuurid
инфраструктура	infrastruktuur
инфраструктура	infrastruktuuri
инфраструктура	taristu
стокхолм	stockholmis
стокхолм	stockholmi
моменти	hetki
моменти	hetked
генетски	geneetiliselt
генетски	geneetilised
генетски	geneetiline
именувани	nimetatud
именувани	nimega
есен	sügis
есен	kukkumine
есен	kuku
негативни	negatiivne
негативни	negatiivsed
потомци	järglased
инфлација	inflatsioon
сува	kuivaks
сува	kuivad
сува	kuiv
лого	logo
постигнува	saavutab
јужни	lõuna
звуци	helid
звуци	kõlab
полека	tasapisi
полека	aeglaselt
штит	kilp
аристотел	aristoteles
марс	mars
марс	marss
четврт	kvartal
четврт	veerand
предлози	ettepanekud
предлози	ettepanekuid
предлози	soovitused
предлози	ettepanekud
фамилии	perekonnad
фамилии	pered
ритам	rütmi
ритам	rütm
пролет	kevad
посети	külastatud
посети	külla
посети	külastus
посети	visiit
посети	külastused
класични	klassikalised
класични	klassika
класични	klassikalise
класични	klassikaline
градите	rind
градите	rindkere
градите	kirst
градите	rind
градите	rinnanäärme
градите	rinnaga
градење	hoone
градење	ehitamine
градење	ehitis
градење	ehitamine
градење	ehitus
градење	konstruktsioon
градење	ehita
градење	ehitama
градење	ehitada
градење	ehitamine
латинска	ladina
скокови	hüppab
возило	sõiduk
возило	sõiduki
марино	marino
веројатност	tõenäosus
нафта	õli
нафта	nafta
нафта	nafta
инженерство	inseneri
марки	märgid
марки	marks
парови	paaride
парови	paarid
парови	paari
парови	paaris
парови	paaride
парови	paarid
потера	jälitamine
потера	tagaajamine
размислување	mõtlemine
размислување	mõeldes
размислување	mõtled
размислување	mõtleb
шеста	kuuendaks
шеста	kuues
јозеф	josef
наоди	leiud
наоди	järeldused
горе	ülakorrusel
горе	üleval
пренесување	üleviimine
пренесување	ülekandmine
пренесување	ülekanne
пренесување	üleandmine
грижа	hooli
спомнува	mainib
спомнува	mainitakse
ајнштајн	einstein
пеење	laulmine
растат	kasvab
растат	kasvavad
растат	kasvav
растат	kasvab
растат	kasvavad
растат	kasvatamine
растат	kasvama
растат	kasva
лек	meditsiin
лек	ravi
сексуално	seksuaalse
сексуално	seksuaalne
сексуално	seksuaalselt
заби	hambad
седма	seitse
седма	seitsmes
граѓански	tsiviil
граѓански	civic
вие	sind
вие	you
вие	sina
ѕидини	seinad
парење	paaritumist
фестивали	festivalid
врските	lingid
попов	popov
венера	veenus
португалски	portugali
противник	vastane
маглина	udukogu
круз	cruz
џим	jim
челзи	chelsea
околности	asjaolud
околности	asjaolud
реј	ray
пациенти	patsiendid
слави	tähistame
слави	tähistab
слави	tähistamine
четвртото	neljas
четвртото	neljandaks
соодветен	sobiv
соодветен	asjakohane
соодветен	kohane
соодветен	sobilik
соодветен	sobiv
соодветен	sobilik
соодветен	sobivad
тајно	salaja
едуар	edouard
цариградски	konstantinoopol
надолу	alla
надолу	maha
надолу	maas
надолу	allapoole
сликарство	maal
сликарство	maali
сликарство	värvimine
лов	hunt
лов	jaht
лов	lowe
лов	jahile
лов	jahi
лов	jaht
жртва	ohver
жртва	kannatanu
западни	läänemaa
западни	lääne
западни	western
обединета	ühtne
обединета	united
обединета	ühinenud
собрани	kogutud
собрани	kogutud
собрани	kogunenud
кенија	kenya
опашката	saba
торонто	toronto
заштити	kaitse
заштити	kaitsma
заштити	kaitsta
бегство	põgenemine
алпи	alpid
алпи	alpes
типично	tüüpiliselt
типично	tüüpilised
типично	tüüpiline
дожд	vihm
дожд	rain
убавина	ilu
убавина	iludus
убавина	kaunitar
жици	juhtmed
жици	akordid
