apie	關於
penn	penn
inti	inti
belowstyle	belowstyle
dam	壩
dam	水電站
dam	水庫
dam	大壩
dam	水壩
siu	sue
siu	蘇
imigracija	移民
imigracija	移民局
itanium	itanium
inercijos	慣性
inercijos	惰性
ingrijos	izh
philips	philips
philips	飛利浦
payne	payne
mustaine	mustaine
užsakymas	預定
užsakymas	訂位
užsakymas	訂票
užsakymas	預訂
užsakymas	預約
grupelė	屈指可數
transkripcijos	轉錄
phra	phra
hendrick	hendrick
pywikipedia	pywikipedia
cosworth	cosworth
šarvuoti	裝甲
sandorį	合併
lėliukė	蛹
šlaunies	大腿
begalinė	無盡
begalinė	無限
begalinė	無窮
gaublį	全球
gaublį	環球
mag	mag
kepta	烘
svetimi	陌生人
bello	bello
hipofizės	垂體
gifu	岐阜
krateriai	彈坑
netinkamo	濫用
netinkamo	虐待
prostitucija	賣淫
lily	百合
lily	lily
ašaros	淚水
ašaros	流淚
ašaros	淚
ašaros	眼淚
gripas	流感
gripas	感冒
gripas	流感
ūsai	鬍子
ūsai	鬍鬚
stahl	stahl
panoramio	panoramio
radiacija	放射
radiacija	放射性
radiacija	輻射
nec	nec
trinity	三位一體
quinn	quinn
drugelių	蝴蝶
ames	ames
rihanna	rihanna
krosnys	爐
krosnys	熔爐
cobain	cobain
pha	pha
petrucci	petrucci
susitraukimai	收縮
akiniai	太陽眼鏡
akiniai	墨鏡
akiniai	眼鏡
integravimo	顯示器
integravimo	監視器
izoliuotas	絕緣
izoliuotas	隔熱
paaiškinimus	解釋
peilius	刀具
darko	darko
protestas	反對
protestas	異議
protestas	抗議
winston	winston
winehouse	winehouse
produktyvumas	生產力
šiltnamių	溫室
malonumas	享受
velnių	地獄
suknelė	裙
suknelė	裙子
suknelė	禮服
funkcinis	功能
migdolų	扁桃
migdolų	杏仁
jūrininko	海員
sužavėtas	深刻印象
pirmadienis	週一
pirmadienis	星期一
atskaitomybės	問責
priverstinis	被迫
priverstinis	強迫
realizavimo	實現
jutikliai	感應器
almeida	almeida
piktnaudžiavimo	濫用
piktnaudžiavimo	辱罵
piktnaudžiavimo	虐待
uraganai	颶風
terminologija	術語
kasas	櫃台
užsidirbti	掙
užsidirbti	賺取
užsidirbti	賺
diagnozės	診斷
ritmu	韻律
ritmu	節奏
marsh	沼澤
dada	dada
viela	電線
viela	鋼絲
viela	鐵絲
abiturientai	老年人
naujagimio	新生兒
naujagimio	新生兒
slyvos	李子
slyvos	梅花
slyvos	李子
statmena	垂直
skalbimo	洗滌
skalbimo	洗
paslapties	保密
luo	羅
apynių	hops
lipidų	磷脂
suolai	板凳
suolai	長凳
lopšys	cot
koridorių	走廊
apetito	胃口
apetito	食慾
lūkesčių	期望
lūkesčių	預期
barack	barack
šaunamojo	火器
aviganis	shepherd
aviganis	牧羊人
athlone	athlone
gaujų	黑幫
gaujų	幫派
krosnių	爐
krosnių	爐子
krosnių	火爐
krosnių	熔爐
triukų	技巧
fazanas	雉
fazanas	野雞
šlapimas	尿液
šlapimas	尿
iššūkiai	挑戰
hole	holly
hole	冬青
voltas	伏
voltas	伏特
diskriminaciją	歧視
maišas	包包
maišas	袋
maišas	袋子
maišas	包
konsorciumas	財團
gta	gta
lašiša	鮭魚
jogurtas	酸奶
penktadienis	星期五
penktadienis	週五
penktadienis	星期五
penktadienis	週五
kva	kva
pica	披薩
pica	比薩
barjeras	屏障
įsigytas	購買
gian	gian
garantija	擔保
garantija	保固
garantija	保障
garantija	擔保
garantija	保證
taupymo	儲蓄
taupymo	節省
taupymo	節約
taupymo	切
taupymo	削減
taupymo	剪
taupymo	割
sandėliavimo	倉儲
sarkofagas	石棺
deutsches	deutsches
kietu	固體
kietu	固態
kietu	實心
kietu	扎實
kietu	堅固
kalcis	鈣
amg	ame
laiminga	開心
laiminga	快樂
laiminga	高興
laiminga	幸福
laiminga	happy
azijiečių	亞裔
išankstinis	初步
poslinkio	流離失所
poslinkio	位移
meldžiasi	祈禱
entuziastai	愛好者
erezija	異端
pasitraukimas	撤回
svogūnai	洋蔥
concerto	協奏曲
atlygį	獎勵
atlygį	獎賞
atlygį	賞金
atlygį	賞
filtras	篩選
filtras	濾波器
filtras	過濾
filtras	過濾器
austrė	牡蠣
austrė	蠔
logistika	物流
logistika	後勤
paisley	paisley
swe	swe
kolegijose	學院
kolegijose	院校
safari	safari
atvykimas	抵達
atvykimas	到達
instrukcijos	教學
instrukcijos	指令
instrukcijos	指示
instrukcijos	指令
instrukcijos	指示
lošimų	賭
lošimų	賭博
patricija	patricia
koranas	可蘭經
koranas	古蘭經
gazeta	gazeta
mev	mev
veiksmingai	高效
veiksmingai	有效率
tvf	imf
dažnumas	頻率
rebecca	rebecca
angelina	angelina
rytoj	明天
rytoj	明日
arkive	arkive
azam	azam
kalnietis	kalnietis
anūkė	孫女
anūkė	外孫女
herschel	herschel
aeg	aeg
mei	小美
mei	梅
migrantų	移民
įsipareigojimai	義務
įsipareigojimai	負債
įsipareigojimai	承諾
umm	嚴
slenkstis	門檻
konsulatas	領事館
balistinių	彈道
embriono	胚胎
mandarinų	國語
velaskesas	velasquez
vergovė	奴隸制
vergovė	奴役
šalinimas	消除
nelygybę	不平等
metamorfozės	蛻變
entuziastingai	熱心
root	根
root	root
džesika	jess
džesika	jessica
šnipas	諜
šnipas	間諜
malkų	柴火
malkų	木柴
išpuoliai	攻擊
išpuoliai	襲擊
maxi	maxi
vientisumą	誠信
vientisumą	完整性
vientisumą	正直
pradedantiesiems	志向
soo	秀
konsulinės	領事
tierra	tierra
fermi	fermi
integruotos	整合
christgau	christgau
afi	afi
kiedis	kiedis
ofk	ofk
dani	dani
yan	閻
yan	燕
yan	嚴
yan	顏
alam	alam
asa	asa
pavojai	危害
boulingo	保齡球
draugiški	友軍
draugiški	友好
draugiški	友善
narų	潛水員
dulkes	塵土
dulkes	塵
dulkes	塵埃
dulkes	灰塵
pakabinti	洪
apkrovos	負載
apkrovos	負荷
drąsus	勇者
drąsus	勇敢
integravimas	融合
integravimas	整合
laikinojo	創作
laikinojo	創建
laikinojo	創造
laikinojo	建立
rezervai	準備金
rezervai	儲備
magnis	鎂
intro	介紹
flor	flor
chronicle	紀事
lokomotyvų	機車
lokomotyvų	火車頭
laivynų	船隊
liebe	liebe
maudytis	沐浴
kasdienio	天天
kasdienio	每日
kasdienio	日常
kasdienio	每天
skaisčiai	血色
skaisčiai	猩紅
mergaites	girls
mergaites	女孩
mergaites	女生
mergaites	女童
skėriai	蝗蟲
belle	belle
belle	貝勒
huseinas	hussein
suremontuotas	翻新
braškių	草莓
orson	orson
entalpija	焓
kalviukas	鷚
ignoruoti	忽略
mokymuisi	學習
mokymuisi	學
ragenos	角膜
pamaina	輪班
šaldymo	冷藏
šaldymo	制冷
stealth	隱身
stealth	隱形
užuomina	提示
deginimas	焚化
deginimas	焚燒
deginimas	燃燒
deginimas	燒
diabeto	糖尿病
bunkeris	碉堡
bunkeris	地堡
bunkeris	掩體
argento	argento
pulsas	脈搏
pulsas	脈衝
alga	工資
alga	工資
alga	薪資
alga	薪金
miso	miso
plastikų	塑料
plastikų	塑膠
moralinę	道義
moralinę	道德
dukterėčia	外甥女
dukterėčia	姪女
citrusinių	柑橘
činghai	青海
hayley	hayley
uodų	蚊
uodų	蚊子
uodų	蚊蟲
krosnies	爐
krosnies	爐子
krosnies	火爐
krosnies	熔爐
krosnies	窯
gestas	手勢
gestas	姿態
marakaibo	馬拉開波
roda	roda
žemiausio	新手
žemiausio	初學者
sambora	sambora
rtv	rtv
maudymosi	泳褲
maudymosi	泳裝
daugiafunkcinis	多功能
siluetas	背影
siluetas	剪影
lii	lii
genijus	天才
kintamasis	變數
kintamasis	可變
oponentas	對手
vidurdienį	正午
vidurdienį	中午
vidurdienį	正午
vidurdienį	中午
kata	kata
deng	登
deng	鄧
tiepolo	tiepolo
brijeg	brijeg
sql	sql
ale	ale
užtaisai	墨盒
khalifa	khalifa
starr	starr
fregata	巡防艦
fregata	護衛艦
pinto	pinto
pajėgumai	容量
pajėgumai	能力
dion	dion
kanapės	麻
kančias	受苦
kančias	苦難
kančias	痛苦
kopūstų	捲心菜
kopūstų	白菜
cefa	cefa
sutrumpinti	縮短
šeštosios	第六
tarifas	關稅
andromeda	仙女座
mezgimo	針織
mezgimo	編織
bakterija	細菌
hektoras	hector
tigranas	tigran
dizaineriai	設計師
renovacijos	整修
renovacijos	翻修
renovacijos	翻新
renovacijos	裝修
renovacijos	修繕
asahi	朝日
asahi	旭
sabrina	sabrina
tikrinimas	視察
romulas	romulus
dailidžių	木工
orchidėjos	蘭花
rastis	生鏽
abstraktus	摘要
abstraktus	抽象
egzaminai	考試
istoriografija	史學
blokavimas	鎖
blokavimas	阻擋
eos	eos
fangio	fangio
priespaudą	壓迫
nesusipratimų	誤解
nemiga	失眠
nemiga	失眠症
npc	人大
spalvinga	色彩繽紛
valties	船
valties	船隻
valties	艇
guidžou	貴州
kepure	帽
kepure	帽子
dis	dis
ilgesys	嚮往
ilgesys	渴望
sachs	sachs
defektas	缺陷
siauresnė	窄
tvp	tvp
gibonas	長臂猿
instrukcija	指令
instrukcija	指示
musinukės	ficedula
chartiją	包租
kailiai	皮草
kailiai	皮毛
kailiai	毛皮
egzemplioriai	標本
pionieriai	先鋒
pionieriai	先驅
tarpžvaigždinės	星際
balionai	氣球
cinamono	桂皮
cinamono	肉桂
užterštumas	污染
užterštumas	污染
užterštumas	沾染
dubenį	碗
lūkesčius	期望
lūkesčius	預期
lūkesčius	期望值
daniele	danielle
orig	orig
kovinį	戰艦
gerumo	善良
jenų	日圓
fukuoka	福岡
citata	報價
citata	引文
citata	引用
citata	引述
šamas	鯰魚
blokus	區塊
blokus	積木
pagavo	抓到
išvestinių	衍生
magai	魔術師
komunizmas	共產主義
žaizda	傷口
išmatos	凳子
išmatos	排泄物
išmatos	凳子
delfino	delfino
metafora	隱喻
metafora	比喻
atnaujina	增訂
atnaujina	更新
stebuklinga	神奇
gelta	黃疸
chlorido	氯化
sumaišyti	混合
sumaišyti	moss
mont	蒙特
mont	蒙
gogolis	gogol
repinas	repin
nguyen	nguyen
nguyen	阮
generatorių	產生器
generatorių	發電機
liūdnai	聲名狼藉
liūdnai	臭名昭著
liūdnai	臭名昭著
liūdnai	聲名狼藉
siaubas	恐怖
irimo	消化
porno	色情
porno	色情片
ffcc	ffcc
išilginė	縱
siuvėjas	裁縫
judrus	敏捷
bogdan	bogdan
sukauptas	累積
sukauptas	累計
antin	antin
skydus	盾牌
linksma	好玩
linksma	樂趣
tong	棠
symbian	symbian
virtos	煮熟
ban	禁止
modernizavimo	現代化
beždžionė	猴
beždžionė	猴子
palatino	palatine
siurblys	泵
siurblys	水泵
maga	maga
žudikai	刺客
jong	鐘
jong	jong
patraukli	吸引力
formules	公式
dažymo	染色
pasmerkti	譴責
konstitucinių	憲政
tobula	完美
generatoriai	發電機
šešta	第六
liana	liana
martinez	martinez
momentai	moments
momentai	瞬間
momentai	時刻
ioannis	ioannis
ado	ado
gmt	gmt
drakonai	龍
rezervuaras	水庫
rezervuaras	水塘
hipposideros	hipposideros
kobe	kobe
kobe	神戶
fosfatas	磷酸鹽
fosfatas	磷酸
gemma	gemma
álvarez	álvarez
sertifikavimo	認證
stygius	短缺
marti	marty
rousseau	盧梭
minogue	minogue
teleskopai	望遠鏡
įsipareigojimą	承諾
galileo	伽利略
zhang	張
proporcinga	比例
įrašoma	印表機
teršalai	污染物
irving	歐文
paralyžius	癱
paralyžius	癱瘓
paralyžius	麻痹
funkcinių	功能
šeštadienis	星期六
šeštadienis	週六
dns	dns
lėlė	娃娃
lėlė	洋娃娃
lėlė	玩偶
netbsd	netbsd
zaz	zaz
kobalto	鈷
pie	餡餅
pie	派
safavidų	safavid
nuolaužos	廢棄物
nuolaužos	碎片
baigiama	末端
astma	哮喘
astma	氣喘
astma	氣喘病
priemaišos	雜質
priemaišos	雜質
hari	哈利
hari	harry
gente	gente
bakai	降壓
lokeren	lokeren
chu	楚
bale	bale
indigo	indigo
diegimas	安裝
firmą	經銷商
addclass	addclass
inn	inn
inn	客棧
susirūpinimą	關切
ars	ars
bankrotas	破產
širdys	心
širdys	紅心
hidrologijos	水文
piktžolių	雜草
gibraltaras	直布羅陀
cirkuliuoja	流通
pensijos	退休金
pensijos	養老金
pensijos	退休金
pensijos	養老金
ivica	ivica
šeimininką	地主
šeimininką	業主
šeimininką	房東
energingas	高能
liao	遼
liao	廖
ultragarso	超聲波
ultragarso	超聲波
peta	peta
auklė	保姆
auklė	奶媽
toru	toru
opensuse	opensuse
nusivylęs	失望
žąsų	雁
žąsų	鵝
žąsų	雁
žąsų	鵝
admiraliteto	金鐘
realybe	現實
opiumo	鴉片
ateistai	無神論者
larsen	larsen
vagystės	失竊
vagystės	盜竊
vagystės	偷竊
vagystės	打劫
vagystės	劫
vagystės	搶劫
antikūnai	抗體
apgyvendinimas	住宿
nas	nas
keistai	怪
keistai	怪異
abū	abū
kvapu	口味
kvapu	風味
etanolis	乙醇
risc	risc
thames	泰晤士河
benzinas	汽油
benzinas	石油
benzinas	汽油
nuošliaužos	滑坡
miriam	miriam
handbuch	handbuch
vištiena	雞肉
vištiena	山雞
vištiena	雞
vas	vas
sninga	下雪
dekretas	法令
dekretas	政令
linksmas	娛樂
pakavimo	包裝
pakavimo	打包
oktava	octave
fsk	fsk
kardus	劍
zpu	zpu
krabas	蟹
krabas	螃蟹
dohc	dohc
yorker	yorker
nuoširdžiai	真誠
edouard	edouard
peržiūra	審查
plastikas	塑料
plastikas	塑膠
krovinys	貨運
krovinys	貨物
krovinys	貨
krovinys	貨運
krovinys	裝運
krovinys	托運
susitaikymo	和解
dženifer	jennifer
rover	rover
laikysena	態勢
laikysena	姿態
laikysena	姿勢
plutarchas	plutarch
kurmis	痣
kurmis	鼴鼠
kurmis	摩爾
koma	昏迷
žemuogių	草莓
skaidrių	滑
skaidrių	滑動
skaidrių	幻燈片
dia	dia
karštis	熱
karštis	熱火
karštis	加熱
karštis	熱力
karštis	熱量
akropolis	acropolis
darbuotojui	僱員
darbuotojui	員工
darbuotojui	職工
atestuotas	包機
atestuotas	包租
ama	ama
siurbliai	水泵
siurbliai	泵
faro	faro
dekoracijos	裝飾
bučinys	吻
bučinys	親
bučinys	親親
bučinys	kiss
bučinys	親吻
kosulys	咳嗽
samus	samus
tarifų	關稅
kėlimas	包裝
aiesec	aiesec
veterinaras	獸醫
veterinaras	獸醫
česnakų	大蒜
česnakų	蒜
dikas	dick
ekskursijas	遊覽
veja	草地
veja	草坪
tns	tns
balius	球
manfredas	manfred
receptai	食譜
koeficientai	系數
koeficientai	係數
įkvėpimas	激勵
įkvėpimas	靈感
investicija	投資
įsteigimas	建立
duo	duo
dažikliai	顏色
dažikliai	色彩
dažikliai	染料
teritorijoms	雨林
teritorijoms	熱帶雨林
komodo	komodo
tev	tev
šypsenos	笑
šypsenos	微笑
šypsenos	笑容
apatinius	內衣
apatinius	內褲
mergedtoprow	mergedtoprow
ignacio	ignacio
burbulas	泡泡
burbulas	泡
burbulas	泡沫
burbulas	氣泡
kursams	課程
allah	真主
allah	阿拉
kojinės	襪
kojinės	襪子
sheva	sheva
amir	amir
erectus	erectus
pasėliai	莊稼
pasėliai	農作物
pasėliai	作物
akvarele	水彩
pigus	廉價
pigus	便宜
perspektyvas	前景
perspektyvas	排名
veidų	臉
veidų	面孔
cum	精液
žirniai	豌豆
kanagavos	神奈川
krevečių	蝦
alyvuogės	橄欖
dyzeliniai	柴油
įspūdingai	壯觀
epilepsija	癲癇
mąstytojų	思想家
suvenyrų	紀念品
savaitgaliais	週末
zis	zis
hayek	hayek
abdel	abdel
penaltyscore	penaltyscore
saulėgrąžų	向日葵
rėmai	幀
rėmai	框架
rėmai	框
trump	trump
mėšlo	糞便
piešėjas	shader
raštinės	文具
angliavandenilių	碳氫化合物
angliavandenilių	烴
viasat	viasat
ddt	滴滴涕
elastinga	鬆緊
elastinga	彈性
žibintas	燈
žibintas	電燈
augalinis	蔬菜
kasijus	cassius
vatas	瓦特
jiménez	jiménez
receptas	食譜
ortiz	ortiz
padaras	生物
freebsd	freebsd
vmi	vmi
ragina	呼叫
keitimosi	兌換
keitimosi	交換
keitimosi	交易所
keitimosi	交流
šiltai	溫暖
šiltai	暖
tks	tcs
archeologinio	考古
užimtumas	就業
brėžiniai	圖畫
brėžiniai	圖紙
brėžiniai	繪圖
kvotos	配額
kvotos	定額
kvotos	配額
kvotos	定額
kvotos	限額
šeimyna	家人
šeimyna	家屬
šeimyna	家庭
modernizavimas	升級
modernizavimas	提升
modernizavimas	現代化
pia	pia
remiamos	贊助
camaro	camaro
žinduoliams	哺乳動物
molinis	臼齒
aguilar	aguilar
asimiliacijos	同化
btc	btc
fitzgerald	fitzgerald
atsisveikinimo	告別
intelektinė	智力
krupp	krupp
álvaro	álvaro
kepures	帽子
warhol	warhol
riaa	riaa
blogi	壞
inkstai	腎臟
inkstai	腎
inkstai	腎
kalorijų	卡路里
kalorijų	卡路里
kalorijų	熱量
eredivisie	eredivisie
csstext	csstext
reinkarnacija	輪迴
reinkarnacija	投胎
reinkarnacija	轉世
drėgna	潮濕
epilepsijos	癲癇
sausra	乾旱
sausra	旱災
sausra	乾旱
sausra	旱災
lojalumo	忠心
lojalumo	忠誠
bronisław	bronisław
tikinčiuosius	信士
tikinčiuosius	信徒
kiškio	裂
promo	促銷
hillel	hillel
pažįstami	相識
pažįstami	熟人
eliza	elise
gabumus	美德
lavina	雪崩
kang	姜
kang	康
gonzalez	gonzalez
augaliniai	廠
augaliniai	植物
augaliniai	工廠
arctos	arctos
plytelių	瓷磚
garrett	garrett
kompromisas	妥協
kompromisas	折衷
lightsteelblue	lightsteelblue
keliaujantiems	旅行
paskatų	刺激
paskatų	獎勵
seo	徐
legionus	軍團
expo	博覽
expo	博覽會
daugyba	乘法
teisėtumą	合法性
teisėtumą	合法性
oksidai	氧化物
įsitikinimas	信仰
įsitikinimas	判罪
įsitikinimas	信念
įsitikinimas	定罪
bde	bde
sura	篇章
prodigy	神童
kaimynystės	鄰里
komm	komm
gėlavandenės	淡水
raudonmedžio	紅木
fcm	fcm
augustin	augustin
injekcijos	注射
darbingo	工作
marksizmas	馬克思主義
virvė	繩
virvė	繩子
virvė	繩索
airiai	愛爾蘭
geologinio	地質
kranai	起重機
kranai	鶴
kailius	皮草
kailius	皮毛
kailius	毛皮
antibiotikų	抗生素
antibiotikų	抗生素
prižiūrima	監督
lako	漆
pilzeno	pilsen
bergmann	bergmann
aromatas	味
aromatas	風味
aromatas	香味
aromatas	芳香
aromatas	香氣
instinktas	本能
skvarba	滲透
žpv	hpv
reprint	重印
įkaitus	人質
pobeda	pobeda
worldfootball	worldfootball
laimingi	開心
laimingi	快樂
laimingi	高興
laimingi	幸福
laimingi	happy
damaskas	大馬士革
raab	raab
tekstūra	紋理
tepui	tepui
nekaltas	無辜
glover	glover
kareivines	營房
kareivines	軍營
kareivines	兵營
nukirto	斬首
neetatinis	stringer
smiltainis	砂岩
vance	vance
aistringas	激情
alumni	校友
baime	恐懼
kaimynės	鄰國
kaimynės	鄰居
molina	molina
vištų	母雞
suskystintų	液化
yuan	袁
yuan	元
vamzdynų	管道
vamzdynų	管線
laužas	廢料
laužas	篝火
tvirtumą	堅定
taikiniai	目標
lapelius	傳單
ocinsoutput	ocinsoutput
yale	耶魯
hmongų	苗族
abbas	abbas
šeimininkus	家鄉
šeimininkus	故鄉
pioneer	先鋒
pioneer	先驅
fleetwood	fleetwood
skilvelių	心室
perėmimo	接管
perėmimo	收購
tirpumas	溶解度
bogota	波哥大
nikosijos	尼科西亞
sibilė	sybil
snaiperis	狙擊手
snaiperis	狙擊
ren	任
brito	brito
solidarumas	聲援
solidarumas	團結
entropija	熵
rokis	洛基
rchb	rchb
ertmes	蛀牙
sijonas	裙
sijonas	裙子
sciurus	sciurus
molibdeno	鉬
dialektika	辯證
rąstus	原木
martins	martins
spąstai	圈套
spąstai	陷阱
grotelės	燒烤
raktikaulio	鎖骨
džiaugtis	歡欣鼓舞
džiaugtis	歡喜
lankininkų	射箭
įsigijimų	購置
apskaičiavimas	計算
universitas	universitas
komos	昏迷
sėdynės	座位
sėdynės	席位
sėdynės	座位
gliukozė	葡萄糖
vištienos	雞肉
vištienos	山雞
vištienos	雞
maistinė	營養
reilly	reilly
shin	申
shin	shin
keliaujantys	旅行
horizontai	地平線
spiralę	螺旋
reisus	航程
paskyrimas	稱謂
paskyrimas	指定
kss	kss
ftp	ftp
treniruotė	鍛鍊
treniruotė	健身
treniruotė	奶奶
treniruotė	阿嬤
dynas	dean
iššūkius	挑戰
kvepia	氣味
ppd	ppd
pasitenkinimo	滿意
pasitenkinimo	抵償
dažymas	印染
dažymas	染色
dažymas	畫畫
dažymas	畫
dažymas	油畫
dažymas	繪畫
armando	armando
quantum	量子
tirpiklis	溶劑
tedis	teddy
kantrybės	耐心
kantrybės	忍耐
kantrybės	耐性
irnr	rnai
džil	吉爾
triušis	野兔
triušis	兔
triušis	兔子
pašalpa	津貼
pusryčių	早餐
pusryčių	早飯
bios	bios
bėdos	麻煩
bėdos	煩惱
elizabet	elizabeth
labdara	慈善
amx	amx
pakaitalai	替代品
pasitiki	信託
bagdade	巴格達
suvartojimas	消費
suvartojimas	消費量
suvartojimas	消耗
šakalas	豺狼
diplomatinio	外交
tapatumas	身分
tapatumas	身份
gabalai	削減
ironiška	諷刺
mėsinių	育肥
creed	教義
creed	信條
creed	教條
uncijos	盎司
terjeras	㹴
plantae	plantae
pigiai	廉價
pigiai	便宜
statulas	雕像
statulas	塑像
esteriai	酯
muilas	香皂
muilas	皂
muilas	肥皂
fernandes	fernandes
sielas	靈魂
emanuel	emanuel
pečialinda	鶯
palapinės	帳篷
kumpis	培根
kumpis	熏肉
kumpis	火腿
astrologija	占星術
cafe	咖啡廳
cafe	咖啡館
cafe	cafe
įsipareigojimas	承諾
įsipareigojimas	責任
įsipareigojimas	負債
įsipareigojimas	義務
mikis	mickey
bol	bol
prieštaravimo	反對
prieštaravimo	異議
webometrics	webometrics
rabbit	野兔
rabbit	兔
rabbit	兔子
applegate	applegate
žuvininkystė	漁業
apgaulė	騙局
apgaulė	詐騙
eagles	老鷹
eagles	鷹
emocinis	情感
atleidimas	豁免
crossfire	火線
tcp	tcp
džabal	jabal
vientisumas	誠信
vientisumas	完整性
vientisumas	正直
frost	frost
frost	霜
frost	冰霜
klarnetas	單簧管
pasisavinti	擁有
subalansuota	平衡
subalansuota	均衡
garstyčių	芥菜
garstyčių	芥末
gaubtinės	結腸
gaubtinės	冒號
korn	korn
doyle	doyle
mendes	mendes
epe	epe
komandoras	准將
bimba	bimba
dacia	dacia
coli	大腸桿菌
coli	coli
kab	kab
turan	turan
busta	busta
haliaeetus	haliaeetus
prisipažinti	坦白
vac	vac
lakštai	床單
kabuki	歌舞伎
