மற்றும்	un
வித்தியாசம்	kontrasts
வாய்வழி	iekšķīgi
மேக்	mac
மேக்	mak
ஏடு	klāju
ஏடு	klāja
பெண்ணியம்	feminisms
சியோல்	seulas
ரகசிய	secret
ரகசிய	slepeni
ரகசிய	slepens
ரகசிய	noslēpums
விவாகரத்து	šķiršanās
ஓய்வூதியம்	pensiju
ஓய்வூதியம்	pensija
தனித்தன்மை	distance
தனித்தன்மை	attālums
அடோப்	adobe
வைரம்	dimanta
வைரம்	dimants
வைரம்	dimantu
துளசி	bazilika
கிரே	pelēks
பேக்	iepakojums
விலைகள்	cenas
விலைகள்	likmes
முதலை	aligatoru
முதலை	krokodils
திருத்தப்பட்ட	pārskatīta
திருத்தப்பட்ட	pārskatīti
திருத்தப்பட்ட	pārskatīts
நெட்	neto
நெட்	net
வெள்ளிக்கிழமை	piektdienas
வெள்ளிக்கிழமை	piektdienā
வெள்ளிக்கிழமை	piektdiena
யான்	yan
புரூஸ்	brūss
உங்களை	sevi
எச்சம்	atlikumi
எச்சம்	atlikums
எச்சம்	atlieku
எச்சம்	atliekas
அமைதியாக	kluss
அமைதியாக	klusē
ஐயா	kungs
ஐயா	ser
மிகையான	pārmērīgā
மிகையான	pārmērīgi
மிகையான	pārmērīgas
மிகையான	pārmērīga
மிகையான	pārmērīgs
பத்தாண்டு	desmitgadē
பத்தாண்டு	desmitgades
அதிகரித்துள்ளது	pieaugums
அதிகரித்துள்ளது	palielināt
அதிகரித்துள்ளது	palielināšana
அதிகரித்துள்ளது	palielinājums
அதிகரித்துள்ளது	palielināts
அதிகரித்துள்ளது	paaugstināts
அதிகரித்துள்ளது	paaugstināta
அதிகரித்துள்ளது	palielināta
ஸ்பானிஷ்	spāņu
ஸ்பானிஷ்	spānijas
அஞ்சி	baiļu
அஞ்சி	bailes
அஞ்சி	bailēs
இருண்ட	tumša
இருண்ட	tumši
இருண்ட	tumšs
தேவநாகரி	dēvanāgarī
ஜேன்	džeina
ஆகி	prombūtnē
பாடங்கள்	nodarbības
நோக்கங்கள்	mērķi
நோக்கங்கள்	nolūki
வாடகை	noma
வாடகை	īres
வாடகை	noma
வாடகை	īri
வாடகை	īre
சிரிய	sīrijas
பூண்டு	ķiploku
பூண்டு	ķiploki
கவர்ந்து	piesaistīja
லோக்	lok
கேள்விக்கு	jautājums
கேள்விக்கு	jautājumu
டொமைன்	sfēra
டொமைன்	domēna
டொமைன்	joma
வால்டர்	valters
இராபர்ட்	roberts
ஆய்	pētījums
ஆய்	izpēte
ஆய்	pētījuma
காமம்	kama
காமம்	sekss
காமம்	dzimums
வல்லுனர்கள்	profesionāļiem
வல்லுனர்கள்	profesionāļi
காதலன்	puisis
காதலன்	mīļākais
எல்லாமே	viss
எல்லாமே	visam
எல்லாமே	visu
எல்லாமே	visiem
எல்லாமே	visu
எல்லாமே	visas
எல்லாமே	visi
எல்லாமே	visa
செல்வி	garām
செல்வி	pietrūkst
செல்வி	miss
செல்வி	jaunkundze
ஆஸ்திரிய	austrijas
வடிவமைக்கப்பட்டுள்ளது	projektēta
வடிவமைக்கப்பட்டுள்ளது	projektēts
வடிவமைக்கப்பட்டுள்ளது	konstruēti
சம்பவங்கள்	starpgadījumiem
சம்பவங்கள்	incidentiem
சம்பவங்கள்	incidenti
ஆசாத்	azad
டெல்டா	delta
குட்	laba
குட்	labas
குட்	labi
குட்	labs
குட்	labais
இயற்றியவர்	autors
இயற்றியவர்	autore
ஒருங்கிணைக்கப்பட்ட	vienots
ஒருங்கிணைக்கப்பட்ட	vienoti
சாரம்	būtība
கடலோர	piekrastes
கடலோர	krasts
கடலோர	piekraste
திறம்பட	efektīvi
பெய்ஜிங்	pekinas
பெய்ஜிங்	pekinā
திறன்கள்	iemaņas
திறன்கள்	prasmes
திறன்கள்	prasme
ராணுவம்	militāra
ராணுவம்	militārie
ராணுவம்	militārā
ராணுவம்	militāri
ராணுவம்	militāro
ராணுவம்	armijas
ராணுவம்	armija
பத்திரிகைகள்	dienasgrāmatas
பத்திரிகைகள்	žurnāli
அதீத	ārkārtīgi
கெப்லர்	kepler
திருத்தங்கள்	edits
மாய	maģija
மாய	burvība
பார்த்தார்	redzēju
பார்த்தார்	redzēja
பார்த்தார்	ieraudzīju
வின்சென்ட்	vincents
டிரம்ப்	tramps
புளோரிடா	florida
கரி	ogle
கரி	kokogles
கரி	ogles
அணிகலன்கள்	aksesuāri
அணிகலன்கள்	piederumi
கட்டு	paka
பரிவர்த்தனை	darījums
பரிவர்த்தனை	darījumu
பரிவர்த்தனை	darījumi
உள்கட்டமைப்பு	infrastruktūra
உள்கட்டமைப்பு	infrastruktūras
பிளாஸ்டிக்	plastmasa
பிளாஸ்டிக்	plastmasas
ஆன்மா	dvēseli
ஆன்மா	dvēsele
தாகூர்	tagore
வேந்தர்	kanclere
குண்டுகள்	bumbas
டெக்சாஸ்	teksasas
முழுமை	pilnu
முழுமை	pilnas
முழுமை	pilns
முழுமை	pilnā
முழுமை	pilni
முழுமை	pilna
முழுமை	aizpildīt
முழுமை	pabeigt
முழுமை	pabeigts
முழுமை	pabeigta
முழுமை	pilnīga
தட்பவெப்ப	temperatūras
தட்பவெப்ப	temperatūra
போப்	pāvests
பாசி	aļģes
பாசி	aļģu
போரான்	bora
சமூகங்கள்	kopienas
சமூகங்கள்	sociāla
சமூகங்கள்	sociālie
சமூகங்கள்	sociālais
சமூகங்கள்	sociālā
சமூகங்கள்	sociāls
நிமிடம்	minūte
நிமிடம்	minūti
செயலகம்	sekretariāts
செயலகம்	sekretariātā
ஏற்றுக்கொள்ளப்பட்டது	pieņemts
ஏற்றுக்கொள்ளப்பட்டது	pieņemta
ஏற்றுக்கொள்ளப்பட்டது	pieņemti
தானியங்கள்	graudi
செங்கல்	ķieģeļu
வயிற்றில்	kuņģī
வயிற்றில்	kuņģa
வயிற்றில்	vēders
கோர்	kodola
கோர்	kodols
கோர்	gors
திறமையான	talantīgiem
படத்திற்கு	attēls
படத்திற்கு	bildē
படத்திற்கு	bilde
படத்திற்கு	bildei
மலிவான	lētas
மலிவான	lēts
மலிவான	lēta
மலிவான	lēti
பேஸ்	temps
பேஸ்	pamatne
பேஸ்	pamats
பேஸ்	bāze
மிளகாய்	capsicum
மிளகாய்	čili
பென்சில்வேனியா	pensilvānija
தடங்கள்	kanāli
தடங்கள்	celiņi
தடங்கள்	pēdas
தடங்கள்	sliedes
தடங்கள்	kanāls
இவ்வாறே	tādējādi
கம்பம்	polis
கம்பம்	pole
தேவதை	nāriņa
தேவதை	eņģelis
பீரங்கி	artilērijas
இயற்கணிதம்	algebra
சர்ச்	baznīca
சர்ச்	baznīcas
சர்ச்	baznīcā
சமகால	mūsdienu
அண்டவியல்	kosmoloģija
நிலையைப்	statuss
ஐரிஷ்	īrijas
ஐரிஷ்	īru
ஸ்டான்லி	stenlija
வலைப்பின்னல்	tīkls
வலைப்பின்னல்	tīkla
வடிவமைத்து	projektēta
வடிவமைத்து	projektēts
வடிவமைத்து	konstruēti
கொண்டாட்டம்	svinam
கொண்டாட்டம்	ballīte
கொண்டாட்டம்	party
கொண்டாட்டம்	partija
கொண்டாட்டம்	puse
கொண்டாட்டம்	svinam
கொண்டாட்டம்	svinības
கொண்டாட்டம்	svētki
நிக்	niks
நிக்	nik
நிக்	nic
என்கிறார்கள்	saka
காட்மியம்	kadmijs
காட்மியம்	kadmija
முனையம்	termināla
முனையம்	termināli
முனையம்	termināļa
முனையம்	ostas
முனையம்	portu
முனையம்	ostā
முனையம்	osta
வாரத்திற்கு	nedēļas
வாரத்திற்கு	nedēļā
முக்கியத்துவத்தை	svarīgums
முக்கியத்துவத்தை	nozīmīgums
ஹட்சன்	hadsona
நீர்த்தேக்கம்	rezervuārā
நீர்த்தேக்கம்	rezervuāra
பிரிக்கப்பட்ட	nodala
பிரிக்கப்பட்ட	atdalīta
பிரிக்கப்பட்ட	atdalītas
பிரிக்கப்பட்ட	atdalīts
சீனிவாச	šrīnivāsa
ஒபாமா	obamas
ஒபாமா	obama
ஒப்பீட்டு	salīdzinošo
ஒப்பீட்டு	salīdzinošā
வெற்றிகள்	uzvar
வெற்றிகள்	uzvaras
வெற்றிகள்	uzvarēs
வெற்றிகள்	hits
இழுத்து	vilkt
தோள்	pleca
தோள்	plecs
அபு	abu
லியோன்	lyon
லியோன்	leone
சீரமைப்பு	kondicionēšanas
சீரமைப்பு	kondicionēšana
சீரமைப்பு	atjaunošana
சீரமைப்பு	rekonstrukcija
