در	ajtó
یوهان	johann
یوهان	johan
قالی	szőnyegen
قالی	szőnyeg
قالی	szőnyeg
مهارت	készségek
مهارت	képességek
مهارت	készség
مهارت	szakértelem
مهارت	képesség
مهارت	készség
آکسفورد	oxford
پتانسیل	potenciális
پتانسیل	lehetséges
پتانسیل	potenciál
پتانسیل	lehetőség
لین	lin
آژانس	ügynökség
باریک	szűk
باریک	keskeny
ریسک	kockázat
ریسک	kockázatos
کنسول	konzol
مور	mor
مور	moore
سادگی	egyszerűség
سادگی	egyszerűen
آداب	etikett
آداب	taoista
آداب	modor
بازیابی	visszaállítani
بازیابی	helyreállítása
بازیابی	visszaállítása
بازیابی	fellendülés
بازیابی	hasznosítás
بازیابی	helyreállítási
بازیابی	gyógyulás
تحریم	embargó
تحریم	bojkott
تحریم	szankció
تحریم	szankciók
ذوب	olvad
قبر	sírba
قبر	sír
دیپلم	oklevél
دیپلم	diploma
دیپلم	oklevelek
اشیاء	tárgyak
اشیاء	objektumok
تیمی	timmy
تیمی	csapat
تیمی	team
والی	wally
فریدریش	friedrich
فریدریش	frederick
ژنتیکی	genetikai
ژنتیکی	genetikus
وابستگی	függőség
وابستگی	hovatartozás
مراقبت	törődés
مراقبت	gondoskodó
مراقبت	gondoskodás
مراقبت	gondoskodás
مراقبت	érdekel
آیات	verseket
آیات	kommunikáció
آیات	távközlés
آیات	kommunikációs
آیات	jelenések
معادلات	egyenletek
برش	vágás
برش	szeletet
برش	szelet
برش	termés
برش	növény
تحول	evolúció
تحول	fejlődés
صادرات	exportálni
صادرات	export
صادرات	kivitel
صادرات	kiviteli
خونی	vér
خونی	véres
خونی	blood
پراکندگی	diszperzió
پراکندگی	diaszpóra
نفع	haszon
نفع	előny
جانور	szörnyeteg
جانور	bestia
جانور	vadállat
جانور	fenevad
ماموریت	misszió
ماموریت	feladat
ماموریت	küldetés
بزرگسالان	felnőtt
بزرگسالان	nagykorú
بزرگسالان	felnőtt
بزرگسالان	felnőtteknek
بزرگسالان	felnőttek
وصل	kapcsolódás
وصل	kapcsolatot
مطلوب	kívánt
مطلوب	kívánatos
مطلوب	optimális
مطلوب	kívánatos
آستین	austin
آستین	ujját
بولیوی	bolíviai
بولیوی	bolívia
خراب	tönkre
خراب	korrupt
صحرای	szahara
جت	jet
قدم	lépés
قدم	lépcső
جاسوسی	kém
مایک	mike
یونیورسال	univerzális
یونیورسال	egyetemes
گربه	macskák
گربه	cicák
گربه	cica
گربه	macska
اتیوپی	etiópia
اندام	szervei
اندام	szervek
اندام	orgona
اندام	szerv
چارلی	charlie
آینه	tükrök
آینه	tükör
آینه	tükör
افغان	afgán
اعضا	tagjai
اعضا	tagok
اعضا	tagoknak
اعضا	képviselők
منهتن	manhattanben
منهتن	manhattan
منهتن	manhattani
گوشه	sarkon
گوشه	kanyar
گوشه	sarok
هامبورگ	hamburg
متمایز	megkülönböztető
متمایز	jellegzetes
مصری	egyiptomi
مدیترانه	mediterrán
ریلی	riley
تانزانیا	tanzánia
جایگزینی	helyettesíteni
جایگزینی	csere
جایگزینی	cseréje
منتظر	vár
منتظر	várakozás
منتظر	várunk
منتظر	várok
گرین	greene
گرین	zöld
اتلتیکو	atlético
صلاحیت	végzettség
صلاحیت	képesítés
لحن	tone
لحن	hangnem
بلوار	boulevard
بلوار	körúton
بلوار	sugárút
مبانی	alapokat
مبانی	alapok
مبانی	alapelvek
توجیه	indokolt
توجیه	ajánlatok
توجیه	kínál
توجیه	ajánlat
توجیه	ajánlatokat
قاتل	gyilkos
پانزده	tizenöt
پانزده	fifteen
آرامش	kikapcsolódás
آرامش	pihentető
آرامش	pihenés
آرامش	többi
آرامش	pihenő
آرامش	kényelem
آرامش	kényelmet
آرامش	vigasz
زحمت	gond
زحمت	baj
زحمت	kellemetlenség
زحمت	zavar
نقشی	szerepet
نقشی	szerep
نقشی	szerepe
وسترن	nyugati
وسترن	nyugat
وسترن	western
درخشان	ragyog
درخشان	izzó
درخشان	ragyogó
درخشان	fényes
درخشان	fénylő
درخشان	ragyogás
درخشان	ragyogó
هریس	harris
تنگه	szoros
تنگه	szűk
تنگه	szorosan
تنگه	szoros
جیم	jim
احکام	alapszabály
تقریبا	majdnem
غنا	ghána
صحت	tisztesség
صحت	integritását
صحت	korrektség
صحت	hitelességét
خاموش	le
خاموش	kikapcsolva
خاموش	off
خاموش	néma
خاموش	csendes
مجلات	naplók
دروغ	hazugság
دروغ	hazudj
دروغ	hazugság
دروغ	hazugságok
پیوستن	csatolja
پیوستن	csatlakozz
پیوستن	csatlakozás
پیوستن	csatlakozik
پیوستن	csatlakozás
مایر	mayer
مایر	meyer
پیچ	labirintus
پیچ	barack
پیچ	őszibarack
پیچ	csavar
گرینویچ	greenwich
افقی	vízszintesen
افقی	horizontális
افقی	vízszintes
مفهومی	fogalmi
مفهومی	elképzelés
مفهومی	koncepció
مفهومی	fogalom
قطعی	határozott
چطور	hogyan
جنبه	szempont
ترویج	szervező
ترویج	kinevezés
ترویج	előléptetés
ترویج	előmozdítása
ترویج	kiemelés
ترویج	promóciós
ترویج	előmozdítása
الکل	alkoholos
الکل	alkoholt
الکل	alkohol
جمال	jamal
تبادل	csere
کور	vakon
کور	vak
کور	vakok
کور	kur
زاپاس	tartalék
خطای	tévedés
خطای	hiba
برپا	megállapítani
بازرگان	kereskedő
بازرگان	kereskedők
تروریسم	terrorizmus
گلوله	golyót
گلوله	golyó
گلوله	lövedék
گلوله	töltény
استوار	cég
استوار	határozott
موسسات	klinikák
موسسات	intézmények
مستقیماً	közvetlenül
رابط	csatlakozó
رابط	interfész
رابط	koordináló
برخوردی	ütközés
برخوردی	becsapódás
برخوردی	hatás
برخوردی	hatása
طاق	ív
طاق	arch
دانیل	dániel
دانیل	daniel
مأمور	ügynök
راسل	russel
راسل	russell
بنت	bennett
آلوده	fertőzöttek
آلوده	fertőzött
آلوده	megfertőződött
آلوده	szennyezett
لاس	flörtölni
لاس	flörtölni
لاس	flörtöl
لاس	flört
لاس	las
احتمالا	valószínű
احتمالا	valószínűleg
پینک	pink
پینک	rózsaszín
پینک	rózsaszínű
بخوانید	olvasott
بخوانید	hívás
بخوانید	hívd
شیب	lejtő
شیب	mártás
شیب	dip
بوش	szag
بوش	illat
بوش	bush
بوش	bokor
بوش	bosch
مقر	kabinjába
همسایه	szomszédok
همسایه	szomszédom
همسایه	szomszéd
همسایه	szomszédokkal
همسایه	szomszédok
همسایه	környéken
همسایه	szomszédság
همسایه	környék
همسایه	szomszédom
همسایه	szomszédok
همسایه	szomszéd
کلیساهای	templomok
قربانیان	áldozatok
قربانیان	áldozatai
رازی	titok
رازی	titkos
شعری	vers
شعری	verset
شعری	verseket
ویتامین	vitaminok
ویتامین	vitamin
ویتامین	vitaminok
ویتامین	vitamin
تایمز	idők
تایمز	időpontok
تایمز	times
آلیس	alice
مذاکرات	tárgyalási
مذاکرات	tárgyalások
مذاکرات	tárgyalás
مذاکرات	tárgyalások
انقراض	kihalás
کریستوفر	christopher
کریستوفر	kristóf
مریخ	marson
مریخ	mars
استانی	tartományi
پاتر	potter
حامی	támogató
حامی	szponzor
حامی	patron
حامی	szponzorok
حامی	támogatók
سور	sur
گرمسیری	trópusi
مقدونیه	macedón
مقدونیه	macedónia
ماندگار	tartósan
ماندگار	kitartó
ماندگار	elviselni
ابریشم	selyem
کارها	állás
کارها	állások
کارها	munkahelyek
تعطیل	leállás
گرافیکی	grafikus
گرافیکی	grafika
گرافیکی	grafikus
ختم	temetésen
ختم	temetés
ختم	temetése
آرا	ara
دانلود	letöltés
دانلود	letöltése
الگوها	minták
الگوها	mintákat
روانشناسی	pszichológiai
روانشناسی	pszichés
روانشناسی	pszichológiai
روانشناسی	pszichológia
سازگار	kompatibilis
سازگار	összeegyeztethető
سازگار	következetesen
سازگار	következetes
سازگار	adaptív
رباط	robot
خوان	juan
فلورانس	florence
فلورانس	firenze
سام	samu
سام	sam
شبانه	éjszakai
شبانه	éjjeli
شبانه	éj
شبانه	este
شبانه	éjjel
شبانه	éjszaka
فورت	erőd
فورت	fort
شانزدهم	xvi
میلی	millie
فراری	ferrari
فراری	szökevény
فراری	szökevény
عصب	ideg
عصب	idegek
عصب	idegek
مداوم	folyamatosan
مداوم	állandó
مداوم	folyamatos
مداوم	folyamatos
مداوم	folytonos
بایر	bayer
گردآوری	összegyűlt
گردآوری	gyülekező
گردآوری	összejövetel
بازاریابی	marketing
بازاریابی	értékesítés
بازاریابی	forgalmazás
میزبانی	hosting
خشکی	föld
خشکی	földterület
خشکی	szárazföld
خشکی	telek
خشکی	földterületek
دنباله	ösvény
دنباله	folytatás
دنباله	szekvencia
دنباله	sorrend
گارد	őrök
گارد	őr
مسیرهای	útvonalakon
مسیرهای	útvonalak
دشمنان	ellenségek
دشمنان	ellenségei
دشمنان	ellenség
فهم	felismerés
فهم	megvalósítás
فهم	értem
بگیرید	vedd
رمزنگاری	kriptográfiai
رمزنگاری	kódolás
رمزنگاری	titkosítás
رمزنگاری	titkosítási
رمزنگاری	rejtjel
رمزنگاری	kriptográfia
سانسور	cenzúra
رحیم	rahim
عثمان	osman
گرمایی	termikus
نیت	nate
سالگرد	évforduló
سالگرد	évfordulója
سالگرد	évfordulót
پان	pán
پان	pan
ریه	tüdő
ریه	tüdő
جابجایی	áthelyezés
جابجایی	elmozdulás
پاول	paul
پاول	pál
پاتریک	patrik
پاتریک	patrick
بگویم	mondd
کمان	arc
کمان	ív
کمان	nyilas
کمان	íjak
کمان	íj
تب	lázas
تب	láz
تب	lap
دیوارهای	falak
دیوارهای	falakat
قبلا	már
قبلا	máris
آبیاری	öntözés
اندرو	andrás
اندرو	andrew
برقی	villamos
برقی	villany
برقی	elektromos
برقی	barca
گنج	kincsek
گنج	kincs
گنج	kincsem
سوسیالیست	szocialisták
سوسیالیست	szocialista
سوسیالیست	szocialisták
غول	óriás
خمیر	paszta
خمیر	tészta
خاوری	keleti
فرانسیسکو	francisco
نیوز	hírek
نیوز	hír
مادری	anyaság
مادری	édesanyám
مادری	anya
آنالیز	elemzés
آنالیز	elemzések
آنالیز	analízis
کالاهای	árucikkek
کالاهای	áruk
کالاهای	javak
کالاهای	áru
تقریبی	megközelítőleg
تقریبی	hozzávetőleges
تقریبی	hozzávetőlegesen
ماجراهای	kaland
ماجراهای	kalandjai
ماجراهای	kalandok
کوتوله	törpe
کوتوله	törpe
کوتوله	shorty
کارآفرین	vállalkozó
کارآفرین	üzletember
رانندگی	vezetni
رانندگی	vezess
رانندگی	meghajtó
رانندگی	vezet
رانندگی	vezetés
رانندگی	vezetési
کارگاه	nyomozó
کارگاه	detektív
کارگاه	műhely
بالینی	klinikai
خنثی	semleges
هجوم	invázió
هجوم	razzia
هجوم	rajtaütés
هجوم	megrohamozta
ناشناخته	ismeretlenek
ناشناخته	ismeretlen
سل	sol
سل	tuberkulózis
سل	sal
حامیان	támogatók
حامیان	támogatói
تفت	taft
امریکن	amerikai
مانگا	manga
تنش	feszültség
تنش	stressz
تنش	lenyűgöző
تورم	duzzanat
تورم	inflációs
تورم	infláció
تورم	puffadás
کانتی	megyei
کانتی	megye
بنیانگذاران	alapítók
روشهای	módok
روشهای	módszer
روشهای	módszerek
کوی	qui
نگار	nagar
کلارک	clark
شوهر	férje
شوهر	férjem
شوهر	férj
اجتماع	társadalom
اجتماع	közösség
اجتماع	közösségi
اجتماع	rally
اجتماع	gyülekező
اجتماع	gyűlés
ترسیم	rajzolni
ترسیم	sorsolás
ترسیم	rajzol
ترسیم	döntetlen
ترسیم	rajza
ترسیم	rajz
ترسیم	rajzol
مثلث	háromszög
بهروز	frissítés
بهروز	frissítése
روحانیون	papság
دانه	vetőmag
دانه	mag
دانه	gabona
دانه	gabonát
دانه	vetőmag
دانه	magvak
دانه	mag
دانه	magok
بیانیه	kiáltvány
بیانیه	nyilatkozat
بیانیه	nyilatkozata
بیانیه	kimutatás
بیانیه	állítás
بیانیه	kijelentés
ناظر	felügyelete
ناظر	megfigyelő
ناظر	megfigyelői
ناظر	megfigyelők
ناظر	szemtanú
ناظر	tanú
ناو	cirkáló
تخلیه	evakuálás
تخلیه	evakuálás
انصاری	ansari
شورا	tanács
ماهنامه	havi
ماهنامه	havonta
مارول	marvel
اعطای	grant
احسان	kedvesség
استراتژی	stratégia
استراتژی	stratégiát
لذت	gyönyör
لذت	gyönyör
لذت	öröm
لذت	élvezet
لذت	örülök
لذت	élvezetek
رطوبت	nedvesség
رطوبت	nedvesség
رطوبت	páratartalom
رطوبت	pára
انگشت	lábujj
انگشت	ujja
انگشت	ujját
انگشت	ujj
انگشت	uj
انگشت	ujjak
انگشت	ujj
انگشت	uj
کبوتر	galamb
کبوتر	galamb
احساسات	érzelmek
احساسات	érzelem
احساسات	érzések
احساسات	érzelmek
احساسات	érzelem
احساسات	érzéseit
احساسات	érzések
احساسات	érzelmek
دنده	chop
دنده	bordák
دنده	oldalas
دنده	borda
دنده	borda
دنده	felszerelés
دنده	gear
پیکسل	képpont
پیکسل	képpontok
پیکسل	képpont
بنویسید	írj
بنویسید	írni
بنویسید	írjon
شمشیر	kard
فرانکفورت	frankfurt
جونیور	junior
دروس	leckéket
قفل	zár
قفل	zárat
قفل	lakat
قفل	zárva
قفل	bezárva
قفل	zárak
کیک	tortát
کیک	sütemény
کیک	torta
کیک	süti
کیک	sütemény
کیک	torták
تفنگ	fegyver
تفنگ	pisztoly
تفنگ	puska
تفنگ	puskát
سانتی	santi
ستایش	dicséret
ستایش	dicsőség
ستایش	dicséretet
درمیان	között
تخصص	szakértelem
تخصص	szakértelemmel
تخصص	specialitása
نژادی	faji
نژادی	etnikai
سول	sol
سول	lélek
سول	soul
سول	lelkem
سول	lelked
اموال	ingatlan
اموال	tulajdon
اموال	ingatlanok
اموال	tulajdonság
اموال	anyag
کمیک	képregények
کمیک	képregény
کمیک	képregényeket
کمیک	komikus
کمیک	képregény
رقیب	rivális
رقیب	riválisok
رقیب	ellenfél
رقیب	ellenfele
رقیب	versenytárs
رقیب	rivális
یعقوب	jacob
یکپارچه	egységes
یکپارچه	egyesített
یکپارچه	integrált
زیستگاه	élőhelyek
زیستگاه	élőhely
کارمندان	alkalmazottak
کارمندان	munkavállalók
کارمندان	foglalkoztatottak
کارمندان	munkatársak
کارمندان	alkalmazottak
کارمندان	személyzet
کارمندان	munkatársak
پارچه	textil
پارچه	szövetek
پارچه	szövet
پارچه	szövetek
پارچه	szövet
خاتمه	lezárás
خاتمه	bezárása
لهستانی	lengyel
نامهای	nevek
نامهای	neveket
نامهای	levélben
نامهای	betű
نامهای	levél
نامهای	levelet
نامهای	levele
فیل	elefántok
فیل	elefánt
فیل	elefánt
فیل	elefántok
تیپ	típus
تیپ	típusa
تیپ	brigád
جنگنده	harcos
جنگنده	bunyós
عاشقانه	románc
عاشقانه	romantika
عاشقانه	romantikus
دمشق	damaszkusz
خیابانی	utca
کش	cache
کش	készpénz
کش	készpénzben
کش	pénzt
ابو	abu
ابو	abou
گواهی	tanúsítványok
گواهی	igazolás
گواهی	tanúsítvány
گواهی	tanúsítványt
گواهی	bizonyítvány
گواهی	hitelesítés
گواهی	igazolás
گواهی	tanúsítás
گواهی	tanúsítvány
پوسته	héj
پوسته	shell
پوسته	kagyló
کانتری	ország
کانتری	országban
سرهنگ	ezredes
الفبا	ábécé
الفبا	abc
تشکیلات	brigád
اسرائیلی	izraeli
اسرائیلی	izraeliek
ژنتیک	genetikai
ژنتیک	genetikus
ژنتیک	genetika
تعلیم	tréning
تعلیم	képzési
تعلیم	kiképzés
تعلیم	képzés
تعلیم	edzés
ارگ	orgona
ارگ	szerv
ارگ	citadella
پویا	dinamikus
تابعیت	állampolgársága
تابعیت	állampolgárság
