और	en
छेद	gat
घन	cuba
घन	kuba
घन	cube
घन	kubus
घन	kubieke
द्रविड़	drawidiese
अन्वेषण	exploration
गैसों	gasse
संरचनात्मक	strukturele
उपनिवेश	skikking
उपनिवेश	colony
उपनिवेश	kolonie
विमानों	lugvaart
हार्मोन	hormone
सीटों	sitplekke
अमृत	amrita
आरक्षित	gereserveer
आरक्षित	webbediener
आरक्षित	gereserveer
आरक्षित	reserveer
आरक्षित	bespreek
ग्रीस	grease
ग्रीस	griekeland
कष्ट	misery
पढ़ा	lees
पढ़ा	gelees
संचरण	ratkas
संचरण	navigasie
पूल	swembad
निरपेक्ष	absolute
प्रवास	verskuiwing
प्रवास	migrasie
प्रवर्तन	enforcement
बंधन	bind
हंगरी	hongarye
हंगरी	hongaarse
बॉब	bob
ब्राउन	bruin
मराठा	maratha
दावे	eise
सुरंग	tonnel
लो	neem
लो	tree
लो	vat
सीरिया	sirië
क्रोध	woede
क्रोध	woede
क्रोध	rage
भावनात्मक	emosioneel
गायब	verdwyn
दाल	lensies
माहौल	atmosfeer
आयन	ion
शिकारी	hunter
शिकारी	jagter
शिकारी	stalker
पंजीकरण	registreer
पंजीकरण	registrasies
पंजीकरण	registrasie
अपशिष्ट	afval
केस	kas
केस	geval
केस	gevalle
क्लासिक	classics
क्लासिक	klassiek
क्लासिक	klassieke
पाली	pali
पाली	pi
पचास	vyftig
केन	kane
पुरस्कारों	belonings
टेक	tech
टेक	teck
मोड	dodge
मोड	modus
लड़के	seuns
लड़के	seun
लड़के	seuntjie
जयंती	jubilee
शुक्रवार	vrydag
शुक्रवार	vrydae
लेनदेन	transaksie
लेनदेन	transaksies
जर्सी	jersey
समानांतर	parallel
समानांतर	parallelle
बटन	knoppies
बटन	knoppie
उपक्रम	aktiwiteite
उपक्रम	aktief
फ्रेम	rame
फ्रेम	raam
फ्रेम	realm
ग्लोब	aardbol
ग्लोब	globe
खुराक	dose
लंका	lanka
पंख	feather
पंख	vlerke
पंख	vleuels
पंख	hordes
अगला	volgende
इंस्टीट्यूट	instituut
उपलब्धता	beskikbaarheid
ताकत	sterkte
विशेषताएं	kenmerke
विशेषताएं	eienskappe
चौड़ी	wyd
श्रमिकों	werkers
श्रमिकों	workers
विक्रेता	verkoper
विक्रेता	verskaffer
विक्रेता	verkoper
विक्रेता	salesman
विक्रेता	verkopers
मैनचेस्टर	manchester
टाइगर	tier
टाइगर	tiger
विंडोज़	windows
विंडोज़	vensters
गैलरी	galleries
गैलरी	galery
सती	sati
स्वच्छ	deurskynend
स्वच्छ	deursigtig
चर्चित	trend
चर्चित	tendens
चर्चित	neiging
चर्चित	gewild
चर्चित	neigings
गेहूँ	koring
ट्रिपल	drievoudige
ट्रिपल	triple
कर्नल	kolonel
स्तनधारी	soogdier
बीमार	siek
यूईएफए	uefa
घंटों	ure
गिनी	guinee
लक्ष्यों	doelwitte
लक्ष्यों	doele
चिह्नित	markus
चिह्नित	merk
चिह्नित	mark
गर्भावस्था	swangerskap
संरक्षक	voogde
संरक्षक	guardian
संरक्षक	voog
अध्यापक	onderwyser
पर्ल	pearl
पर्ल	boodskapper
पर्ल	perl
लुई	louis
लुई	lodewyk
त्वरित	speedy
त्वरित	versnel
गर्भाशय	uterus
डाली	dali
माउंट	mount
माउंट	monteer
युद्धों	oorloë
युद्धों	wars
शर्तों	voorwaardes
शर्तों	toestande
शर्तों	bepalings
शर्तों	voorwaardes
रियल	regte
रियल	egte
गेम्स	speletjies
गेम्स	wedstryde
अनुशासन	dissipline
मैकमोहन	mcmahon
जवाहरलाल	jawaharlal
वाद्य	instrumenteel
सम	selfs
धारक	houer
माइक	mike
कपास	katoen
घूर्णन	rotasie
होम्स	homs
बाण	pyl
अनुकूलन	aanpassing
निकोबार	nicobar
चक्रवात	sikloon
भूख	honger
ग्रंथि	klier
मार्गों	roetes
रिश्ता	betrekking
रिश्ता	verwantskap
रिश्ता	verhouding
टेक्सास	texas
आधी	half
छाप	indruk
छाप	besoek
शपथ	eed
गिरने	falling
गिरने	vallende
बंध	bind
बोले	bole
निवारण	voorkoming
कुत्तों	hondjies
कुत्तों	honde
औरंगजेब	aurangzeb
बॉल	bal
बॉल	balle
जनन	voortplanting
बे	baai
बे	bay
डॉन	don
आरक्षण	bespreking
आरक्षण	besprekings
चाचा	oom
विश्राम	ontspanning
विश्राम	leisure
चर	veranderlikes
चर	variant
चैनलों	kanale
नागर	nagar
विधियाँ	metodes
आगामी	komende
आगामी	opkomende
आगामी	naderende
बुखार	koors
शोर	geraas
यूरोपियन	euro
आजीवन	leeftyd
आजीवन	lewensduur
मेरठ	marathi
शिविर	kamp
दांत	tande
पुनर्निर्माण	heropbou
राष्ट्रीयता	nasionaliteit
ब्रदर्स	broers
ब्रदर्स	bros
फील्ड	terrein
फील्ड	veld
तीस	dertig
उद्गम	oorsprong
फ्रांसिस्को	francisco
पारसी	persies
पारसी	persiese
प्रयोक्ता	gebruiker
दीर्घकालिक	chroniese
स्टोर	winkels
स्टोर	stoor
स्टोर	winkel
हसन	hassan
हसन	hasan
रक्षक	saviour
रक्षक	verlosser
रक्षक	verlosser
टेलर	taylor
जूते	skoene
जूते	stewels
जूते	skoene
चांदी	silwer
कल्प	kalpa
पेन	pen
पेन	krale
पेन	pens
दरवाजे	door
दरवाजे	deur
दरवाजे	deure
दरवाजे	doors
डांस	dance
डांस	dans
राजदूत	ambassador
ग्यारह	elf
मृदा	grond
हरि	hari
मधुर	lieflike
मधुर	soet
रेशम	silk
कैम्ब्रिज	cambridge
रेत	sand
सूचक	wyser
प्रतियोगिताओं	kompetisies
सुई	needle
सुई	sui
बैक	rug
बैक	agterkant
बैक	terug
होगन	hogan
संकाय	fakulteit
प्रोजेक्ट	projek
प्रोजेक्ट	projekte
संज्ञानात्मक	kognitiewe
फिलिप	phillip
फिलिप	philip
शोधकर्ताओं	navorsers
कस्बा	town
आरेख	diagram
बैडमिंटन	pluimbal
फ्री	gratis
फ्री	vry
फ्री	free
वास्तु	argitek
वास्तु	architect
वास्तु	argitektuur
मिर्च	peppers
स्थिरता	stabiliteit
स्थिरता	volhoubaarheid
फ्रैंक	frank
निषेध	verbod
चिली	chili
स्राव	ontslag
स्राव	ontlaai
देरी	vertraging
देरी	laat
देरी	vertragings
देरी	vertraag
नारंगी	orange
नारंगी	gewysig
नारंगी	lemoen
नारंगी	oranje
नारियल	kokospalm
प्रतिनिधियों	verteenwoordigers
सुविधाएँ	kenmerke
सुविधाएँ	eienskappe
बॉन्ड	bind
चयनित	gekose
चयनित	gekies
चयनित	gemerk
भेदभाव	diskriminasie
आदर	respek
आदर	revere
घट	pot
जोसेफ	joseph
घंटा	ure
घंटा	vakansie
घंटा	uur
मुखिया	chief
मानवता	humanity
मानवता	geesteswetenskappe
सहकारी	koöperatiewe
दुश्मन	vyand
दुश्मन	foe
लीटर	liter
लीटर	liter
मीनार	tower
मीनार	toring
द्वितीयक	sekondêr
द्वितीयक	sekondêre
वक़्त	tyd
वक़्त	tydstip
आस्ट्रेलिया	australië
कॉफी	koffie
डेटाबेस	databasis
विशेषज्ञता	konsentrasie
विशेषज्ञता	studierigting
विशेषज्ञता	kundigheid
विनिर्माण	vervaardiging
फाइबर	vesel
परेशानी	moeilikheidsgraad
परेशानी	moeilikheid
परेशानी	sukkel
परेशानी	gesukkel
परेशानी	moeite
संतुलित	gebalanseerd
संतुलित	gebalanseerde
जंग	jung
संक्रामक	aansteeklik
दिमाग	brain
दिमाग	brein
दिमाग	gedagte
इंटर	inter
वयस्कों	volwassenes
टेबल	veranderlike
टेबल	tafel
टेबल	tabel
टेबल	waardes
टेबल	tafels
स्कॉट	scott
मैड्रिड	madrid
गढ़	bastion
जागरूकता	bewusmaking
जागरूकता	gewaarwording
जागरूकता	bewustheid
अस्थि	been
सीबीएस	cbs
कुंजी	sleutels
कुंजी	sleutel
कुंजी	key
रोटी	brood
स्क्वायर	vierkantig
स्क्वायर	vierkant
स्क्वायर	vierkantige
स्क्वायर	skype
मंदी	resessie
निर्देशांक	koördinaat
निर्देशांक	koördineer
मिमी	mimi
इराक	irak
प्रशंसक	fans
प्रशंसक	bewonderaars
प्रशंसक	aanhangers
प्रशंसक	waaier
प्रशंसक	aanhanger
प्रशंसक	bewonderaar
सेठ	seth
आँकड़े	statistiek
आँकड़े	statistieke
आँकड़े	statistiek
आँकड़े	statistieke
मन्त्र	mantra
उदार	liberale
मूर्तियों	idols
मुद्दा	kwessie
स्वाधीनता	vryheid
स्वाधीनता	liberty
भाषाएं	tale
एयरलाइन	airbus
एयरलाइन	lugredery
एयरलाइन	lugdiens
एयरलाइन	airlines
तस्वीरें	prente
तस्वीरें	prentjies
ग्रेड	graad
सब्जी	groente
