den	the
gregory	gregory
erbjöd	ponudio
erbjöd	ponudila
petite	petite
reformer	reforma
reformer	reforme
reformer	reformi
reformer	reformama
nba	nba
engagerade	bavili
engagerade	angažiran
engagerade	počinjenih
engagerade	počinjenim
engagerade	počinila
engagerade	izvršio
engagerade	počinio
engagerade	počinili
parry	parry
battle	bitka
fängelset	zatvor
långsamt	spor
långsamt	polako
dylan	dylan
beta	beta
tore	tore
inspirerade	inspirisan
inspirerade	inspirisala
gillar	kao
gillar	like
gillar	voli
christensen	christensen
pojke	boy
pojke	dječak
pojke	dečak
eklund	eklund
kväll	večeri
kväll	veče
kväll	night
karaktärer	likovi
liter	litar
liter	litara
värdefulla	vrijedne
värdefulla	vrijedna
antyder	predlaže
antyder	sugeriše
antyder	sugerira
antyder	implicira
antyder	podrazumijeva
kött	meso
kött	meso
magister	magister
fullständig	pun
fullständig	full
fullständig	puna
fullständig	punom
fullständig	puni
fullständig	punu
fullständig	završeno
fullständig	potpuna
fullständig	kompletna
fullständig	kompletan
francesco	francesco
värme	toplota
värme	zagrijava
kontraktet	ugovor
personligt	ličnu
personligt	ličnim
personligt	lične
personligt	lična
personligt	lično
personligt	lični
personligt	lično
kate	kate
mcdonald	mcdonald
nato	nato
genève	ženeva
jorge	jorge
befolkade	naseljena
befolkade	naseljeno
chase	chase
soldat	vojnik
snäckor	granate
snäckor	granata
walk	hod
inledande	introductory
inledande	početni
utomhus	izvan
bredare	širi
bredare	širih
bredare	širem
bredare	šire
bredare	široj
förkortat	abbreviated
förkortat	prečice
mal	mal
americana	americana
secret	tajna
karlskoga	karlskoga
svårigheter	poteškoća
svårigheter	teškoće
svårigheter	poteškoće
svårigheter	poteškoća
svårigheter	teškoće
mirabilis	mirabilis
vicente	vincente
borealis	borealis
ledaren	lider
reed	trska
reed	reed
partner	partnera
partner	partner
partner	partneri
fina	fina
fina	nice
tydligen	očigledno
alkohol	alkohol
wan	wan
nicosia	nikozija
kartan	karta
ingemar	ingemar
diana	diana
tenor	tenor
okända	nepoznata
okända	nepoznat
okända	nepoznati
utförs	izvela
utförs	nastupao
utförs	izvedena
utförs	izvodili
annie	eni
trumpet	truba
evenemang	događaja
evenemang	događaji
evenemang	dešavanja
evenemang	manifestacija
evenemang	događaj
flytt	pobjegla
flytt	pobjegao
flytt	pobjegao
ingeborg	ingeborg
flava	flava
malcolm	malcolm
heinz	heinz
barnes	barnes
påverkas	pogođeni
påverkas	pogođenih
påverkas	pogođena
påverkas	uticalo
lina	lina
helgon	svetaca
helgon	saints
helgon	sveti
helgon	saint
malmöhus	malmöhus
acuminata	acuminata
sats	teorem
glenn	glenn
timme	sat
grotta	pećina
birmingham	birmingham
todd	toda
yngsta	najmlađe
yngsta	najmlađi
härrör	dobijeni
motsvarighet	kolegom
jacobus	jacobus
paradise	raj
sena	kasni
sena	kasno
någonstans	negdje
akter	datoteka
akter	dela
akter	akte
akter	akti
akter	akata
negativ	negativan
negativ	negativne
negativ	negativni
negativ	negativno
elin	elin
upplever	doživljavaju
typisk	tipično
typisk	tipičan
child	dijete
sicilien	siciliji
sicilien	sicilija
liggande	pejzaž
lópez	lópez
lópez	lopez
överlevde	preživjeli
republikanska	republikanske
republikanska	republikanska
ssr	ssr
jarl	jarl
enheten	uređaj
enheten	uređaji
enheten	jedinica
edinburgh	edinburgu
pilot	pilot
singer	pjevačica
singer	pjevač
angrepp	napadi
angrepp	infestacija
angrepp	napad
angrepp	napad
summering	sažetak
strindberg	strindberg
filosofiska	filozofskim
iihf	iihf
stammar	plemena
ein	ein
kategorierna	kategorije
kategorierna	kategorija
ersättare	zamjene
ersättare	zamjena
wikidata	wikipodaci
helige	sveta
helige	sveti
helige	sveto
dalmatien	dalmacija
chan	chan
omröstning	glasanje
omröstning	glasove
omröstning	glasova
omröstning	glasa
omröstning	glasovima
omröstning	anketa
omröstning	ankete
wallin	wallin
cleveland	cleveland
idrottare	sportista
idrottare	sportista
idrottare	sportisti
gravar	grobnicama
gravar	grobovi
frivilliga	dobrovoljaca
frivilliga	volonteri
frivilliga	dobrovoljnoj
frivilliga	dobrovoljnu
frivilliga	dobrovoljne
frivilliga	dobrovoljnog
runda	rundu
leconte	leconte
petersen	petersen
stått	stajao
stått	iznosila
carroll	carroll
hannover	hannover
hannover	hannover
palace	palata
palace	palača
värt	vrijedi
värt	vrijedno
värt	vrijednosti
värt	vrijedna
hemmet	dom
hemmet	home
specifikt	specifične
specifikt	konkretne
specifikt	specifična
specifikt	konkretno
specifikt	tačnije
étienne	étienne
astronom	astronom
anka	patak
anka	patka
patienter	pacijenti
patienter	pacijentima
patienter	pacijenata
patienter	pacijente
palme	palme
erfarenheter	iskustava
erfarenheter	iskustva
erfarenheter	iskustva
erfarenheter	iskustvo
administratörer	administrators
rat	pacova
federation	federacija
hörnet	ugao
granada	granada
banor	putevi
banor	linije
banor	orbitama
banor	orbite
banor	kursevi
banor	puteve
haag	hag
tyngre	teži
blogg	blog
salta	slana
salta	so
olga	olga
willy	willy
amiral	admiral
fasaden	fasada
smala	uski
smala	uske
variegata	variegata
march	mart
demo	demo
mathias	mathias
verser	ajeti
verser	ajeta
bristol	bristol
nedanför	ispod
lägg	stavi
lägg	stavila
lägg	staviti
lägg	stavio
lägg	stavljen
reticulata	reticulata
svante	svante
produkt	proizvod
produkt	produkt
riktade	meti
principen	princip
flyter	float
monroe	monroe
macdonald	macdonald
sinensis	sinensis
clements	clements
ansluter	povezuje
ansluter	povezuje
besegra	poraz
besegra	poraza
reaktion	reakcija
journalisten	novinar
hellre	umjesto
hellre	radije
butte	butte
morrison	morrison
sällsynta	rijetki
sällsynta	rijetko
tabell	sto
utbyte	razmjenu
utbyte	razmjena
fleming	fleming
malin	malin
arkitekter	arhitekte
arkitekter	arhitekti
arkitekter	arhitekata
java	java
definitivt	definitivno
mördad	ubila
mördad	ubio
mördad	ubijena
mördad	ubijen
mördad	ubila
mördad	ubili
mördad	ubio
mördad	ubijena
mördad	ubijen
mördad	ubijeni
ovanliga	neuobičajena
ovanliga	neuobičajene
ovanliga	neuobičajen
ovanliga	neobično
trädgården	bašti
trädgården	bašte
trädgården	bašta
trädgården	džennet
stycke	paragraf
stycke	komad
bass	bas
grönt	zelena
nyköping	nyköping
holländska	holandski
präster	sveštenici
präster	sveštenstvo
smal	uski
smal	uske
smal	slim
smal	tanke
columbus	columbus
columbus	kolumbo
juris	iuris
brandt	brandt
caesar	cezar
pommern	pomerania
jessica	jessica
hjärnan	mozak
grupperna	grupe
skansen	skansen
bränsle	gorivo
sänder	slanje
sänder	emituje
sänder	šalje
sänder	emitiranje
sålt	prodala
sålt	prodat
sålt	prodao
fiktiv	izmišljen
kris	kriza
kris	kris
kritisk	kritična
kritisk	kritično
avslutad	završen
sydöst	jugoistočna
trøndelag	trøndelag
